29, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Philippines, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,35, United-States, <=50K
40, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
37, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Preschool, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Hungary, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
51, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Mexico, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
47, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
32, Local-gov, Assoc-acdm, Married-civ-spouse, Other-service, Wife, White, Female,0,1895,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1899,50, United-States, >50K
36, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,37, United-States, <=50K
63, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,14, Ireland, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
52, Private, Bachelors, Divorced, Craft-repair, Wife, White, Female,0,0,45, Puerto-Rico, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Haiti, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,5178,0,45, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
34, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,8, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, Mexico, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Jamaica, <=50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
30, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7226,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Farming-fishing, Wife, White, Female,804,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, Mexico, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
51, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Female,8867,0,50, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
69, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,5178,0,40, United-States, >50K
18, State-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,1887,75, United-States, >50K
25, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
65, State-gov, Bachelors, Widowed, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,1514,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
32, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,60, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Dominican-Republic, >50K
24, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,44, United-States, <=50K
65, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
26, Private, 10th, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,80, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, >50K
43, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2620,0,35, United-States, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,1902,40, South, >50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,60, United-States, <=50K
20, Private, Masters, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Japan, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, State-gov, HS-grad, Separated, Craft-repair, Wife, White, Male,21184,0,24, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
39, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,73, United-States, <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1977,40, United-States, <=50K
44, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,40, Jamaica, <=50K
18, State-gov, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7211,0,45, United-States, >50K
