62, Private, Bachelors, Divorced, Adm-clerical, Wife, Black, Female,0,0,45, United-States, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,99999,0,60, United-States, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Transport-moving, Unmarried, White, Female,0,0,60, Italy, <=50K
39, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,24, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, 7th-8th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,64, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 1st-4th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
25, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
72, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, Black, Male,0,0,10, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,20, Mexico, <=50K
39, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Prof-specialty, Own-child, Black, Female,0,0,38, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
22, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7000,0,40, United-States, >50K
27, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,1756,6, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
69, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,20, United-States, >50K
39, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,16, United-States, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,5013,0,40, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, White, Female,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Female,3140,0,40, United-States, >50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
53, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Other-relative, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,50, United-States, >50K
33, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,2415,50, United-States, >50K
28, Self-emp-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,3325,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,25, Vietnam, <=50K
44, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
69, Private, Some-college, Married-spouse-absent, Adm-clerical, Wife, Black, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,30, United-States, <=50K
75, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Jamaica, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,5422,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, Iran, >50K
57, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,8, El-Salvador, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,50, United-States, >50K
34, Private, Assoc-voc, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Mexico, >50K
31, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Separated, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,24, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,21864,0,40, United-States, >50K
36, Private, Bachelors, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,60, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,745,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,23, United-States, <=50K
50, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
30, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,7687,0,40, United-States, >50K
