34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Greece, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, South, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,12, Philippines, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Portugal, <=50K
42, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Taiwan, >50K
39, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,65, United-States, >50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,53, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,70, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,98, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, India, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Portugal, <=50K
38, Private, Assoc-voc, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,15, Japan, <=50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Hong, >50K
40, Local-gov, 9th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,50, Germany, <=50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
44, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,65, Taiwan, <=50K
56, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,3103,0,40, England, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,20, Poland, >50K
64, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,30, United-States, <=50K
45, Private, Masters, Widowed, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,40, Dominican-Republic, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
43, Private, Bachelors, Divorced, Farming-fishing, Wife, White, Male,0,0,45, El-Salvador, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, China, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, Honduras, <=50K
40, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Federal-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Yugoslavia, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Cuba, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Iran, <=50K
49, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Iran, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,4386,0,45, United-States, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
25, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, England, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Poland, >50K
36, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, Ecuador, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Hong, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Thailand, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,60, England, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,82, Nicaragua, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
57, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, >50K
33, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, Honduras, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, France, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, >50K
31, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Hong, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Philippines, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,4835,0,40, United-States, <=50K
67, Self-emp-not-inc, 9th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,16, El-Salvador, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Local-gov, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Doctorate, Married-spouse-absent, Exec-managerial, Husband, White, Male,4386,0,50, Hong, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States, <=50K
53, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,38, Nicaragua, >50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Self-emp-inc, HS-grad, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,80, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Unmarried, Other, Male,0,0,44, United-States, <=50K
55, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
56, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Thailand, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, India, <=50K
66, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Jamaica, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Canada, <=50K
64, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Prof-specialty, Wife, Other, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, Peru, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Cuba, <=50K
32, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,24, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Canada, >50K
36, Private, 11th, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
46, Private, Masters, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Ireland, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Vietnam, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1634,45, Cuba, >50K
31, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Haiti, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
61, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,84, Thailand, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, Ecuador, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,10, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, China, >50K
47, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Japan, >50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Iran, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
39, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,2182,60, Iran, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
52, State-gov, Masters, Separated, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
57, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
32, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, South, <=50K
34, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, El-Salvador, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
33, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,50, Hungary, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,35, Germany, <=50K
29, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, China, <=50K
24, State-gov, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Jamaica, >50K
