60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
57, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, >50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,42, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,38, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,3136,0,20, Taiwan, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,12331,0,48, United-States, >50K
45, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, France, >50K
29, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,70, United-States, >50K
26, Self-emp-not-inc, Bachelors, Never-married, Other-service, Wife, Other, Female,0,0,40, France, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,38, China, <=50K
24, Private, 9th, Divorced, Other-service, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
66, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,14040,0,35, United-States, >50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,1580,32, Honduras, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, 11th, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Ecuador, >50K
27, Private, Masters, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Vietnam, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, India, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Female,7298,0,50, United-States, >50K
36, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Columbia, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Prof-school, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,15, United-States, <=50K
32, Private, Prof-school, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,65, Hungary, >50K
89, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
42, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Germany, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, Canada, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
50, Self-emp-inc, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,1547,40, United-States, <=50K
31, Self-emp-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
36, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Columbia, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K
31, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
49, Private, Masters, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
71, Private, Some-college, Widowed, Machine-op-inspct, Husband, Other, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,84, Mexico, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Taiwan, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,70, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,1722,10, China, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,35, Iran, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,1902,45, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,88, United-States, >50K
44, Without-pay, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
39, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,1902,50, Portugal, >50K
49, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,20, United-States, <=50K
66, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private, 12th, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Philippines, <=50K
29, Private, 9th, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
32, Private, 10th, Never-married, Craft-repair, Unmarried, White, Male,0,0,42, Philippines, <=50K
48, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Other, Female,0,0,11, United-States, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
71, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
62, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
74, Private, 1st-4th, Widowed, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1859,40, United-States, >50K
24, Private, Doctorate, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
79, Self-emp-not-inc, 7th-8th, Widowed, Priv-house-serv, Husband, White, Female,0,0,9, Puerto-Rico, <=50K
38, Private, Doctorate, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Masters, Widowed, Sales, Husband, White, Male,15024,0,40, United-States, >50K
33, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, France, <=50K
58, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,1902,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Jamaica, >50K
28, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,16, United-States, >50K
44, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, Thailand, >50K
17, Private, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,15, United-States, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
45, Local-gov, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
29, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,54, Peru, <=50K
46, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Ecuador, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, Peru, <=50K
47, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
62, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Wife, White, Male,0,0,30, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,6, United-States, <=50K
26, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, China, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,60, Vietnam, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, >50K
31, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3905,0,40, United-States, <=50K
51, Self-emp-inc, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Protective-serv, Husband, Other, Male,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Taiwan, <=50K
