49, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,64, United-States, >50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,2, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Widowed, Tech-support, Unmarried, Black, Female,0,1596,36, Canada, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,15, United-States, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Doctorate, Never-married, Prof-specialty, Husband, White, Female,0,1887,99, United-States, >50K
27, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
49, Private, HS-grad, Widowed, Tech-support, Unmarried, Black, Female,0,0,45, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,46, United-States, <=50K
22, Private, Some-college, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
43, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,1656,20, United-States, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
75, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,65, Mexico, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,29, Guatemala, >50K
29, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Scotland, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
59, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,14067,0,60, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Italy, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,5178,0,40, United-States, >50K
71, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
74, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,32, United-States, <=50K
37, Private, Masters, Divorced, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Portugal, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, United-States, >50K
29, Private, HS-grad, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,20, United-States, <=50K
31, Private, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, >50K
54, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,5178,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
55, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,6488,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
42, State-gov, Bachelors, Widowed, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
71, Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,28, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,2392,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,4698,0,38, United-States, >50K
45, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
66, Self-emp-inc, Assoc-acdm, Widowed, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,12, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, United-States, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,15, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,2129,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Wife, White, Male,0,0,29, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
61, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, China, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, Other-relative, White, Female,0,0,40, Italy, <=50K
39, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,1748,50, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,80, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
34, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,71, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,2447,0,40, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
57, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
66, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,19824,0,75, United-States, >50K
24, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Priv-house-serv, Own-child, White, Female,3782,0,20, United-States, <=50K
38, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Male,0,0,51, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, >50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,28, United-States, <=50K
51, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,29, United-States, >50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
30, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,83, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,15, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,4386,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1887,60, United-States, >50K
