28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
73, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,12762,0,51, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,70, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, State-gov, Prof-school, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,7298,0,37, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
42, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Prof-school, Never-married, Transport-moving, Husband, Black, Female,3103,0,40, United-States, <=50K
56, Private, Some-college, Married-spouse-absent, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-spouse-absent, Transport-moving, Unmarried, Black, Male,0,0,40, Cuba, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, White, Female,0,0,80, United-States, <=50K
29, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,1902,50, United-States, >50K
47, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
42, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
37, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
34, Private, Prof-school, Never-married, Sales, Husband, White, Female,0,0,82, Trinadad&Tobago, >50K
66, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,1977,45, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Ireland, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Mexico, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, England, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,9411,0,40, United-States, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,4907,0,40, United-States, >50K
29, Private, Some-college, Married-AF-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, Taiwan, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,7687,0,40, United-States, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Vietnam, <=50K
42, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Mexico, <=50K
23, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Haiti, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,42, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,70, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,7298,0,97, United-States, >50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
44, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,5, Nicaragua, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
54, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,38, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
49, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,10, Mexico, <=50K
30, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Assoc-voc, Divorced, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Assoc-acdm, Never-married, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Mexico, <=50K
59, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
54, Local-gov, 11th, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,30, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
31, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,3293,0,15, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, 9th, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,12, Yugoslavia, <=50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,7687,0,52, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Cuba, <=50K
75, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,1902,50, United-States, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
53, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Preschool, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,50, Cuba, >50K
24, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
43, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Canada, <=50K
55, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,60, United-States, >50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Other-relative, White, Female,0,0,50, India, <=50K
34, Private, Masters, Never-married, Handlers-cleaners, Husband, White, Male,0,1887,45, United-States, >50K
45, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,65, Peru, >50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, Germany, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,50, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,50, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,54, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
60, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1901,50, United-States, >50K
55, Private, HS-grad, Separated, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
65, Private, 5th-6th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, >50K
17, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,15, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, Mexico, >50K
43, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Husband, White, Female,0,0,99, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Separated, Exec-managerial, Unmarried, Black, Male,0,0,10, United-States, <=50K
20, Private, HS-grad, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
49, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,17, United-States, <=50K
56, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, White, Male,0,0,12, United-States, <=50K
36, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,5144,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, El-Salvador, <=50K
46, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,40, United-States, >50K
43, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,3173,0,40, United-States, >50K
47, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
