34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,98, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,1976,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,46, United-States, <=50K
37, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Black, Male,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,15, United-States, <=50K
41, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, >50K
40, Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Some-college, Widowed, Sales, Wife, White, Female,0,0,15, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,65, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,447,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
63, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
45, Private, Prof-school, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,3103,0,40, South, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Male,2279,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Doctorate, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Honduras, <=50K
18, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,33, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
55, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Thailand, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Mexico, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, United-States, >50K
37, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,4479,0,45, United-States, <=50K
17, Private, 12th, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
35, Private, 10th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,65, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,80, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,46, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,6124,0,40, United-States, <=50K
67, State-gov, 7th-8th, Widowed, Tech-support, Husband, White, Male,0,0,17, Philippines, <=50K
34, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, >50K
28, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,4772,0,50, United-States, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, >50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,38, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,42, United-States, <=50K
55, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
29, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,60, United-States, >50K
46, Private, Doctorate, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
66, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
64, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Prof-school, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,24, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Germany, >50K
35, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
45, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,15, United-States, <=50K
63, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,1902,48, Puerto-Rico, >50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1629,84, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,30, Mexico, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, Iran, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States, >50K
24, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,1977,60, United-States, <=50K
33, State-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
52, State-gov, Prof-school, Widowed, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
56, Local-gov, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-voc, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,32, United-States, >50K
29, Private, 12th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Honduras, <=50K
24, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, United-States, <=50K
