55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
29, Private, 10th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Poland, <=50K
59, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,48, Poland, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, Trinadad&Tobago, <=50K
28, Private, Masters, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Philippines, <=50K
48, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,3893,0,40, Scotland, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2416,50, Vietnam, >50K
18, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,16, El-Salvador, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Jamaica, <=50K
36, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1595,40, India, >50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,55, Ecuador, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Hong, <=50K
58, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,83, Haiti, <=50K
49, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,54, Hungary, <=50K
39, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,32, South, <=50K
62, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
40, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,47, Ireland, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,38, Scotland, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Philippines, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Ireland, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, England, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
51, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1672,60, Cambodia, >50K
22, Private, Some-college, Never-married, Tech-support, Husband, Black, Male,0,0,50, Germany, <=50K
30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
59, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,36, Yugoslavia, <=50K
21, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, El-Salvador, <=50K
31, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,72, Scotland, <=50K
59, Private, 7th-8th, Widowed, Tech-support, Not-in-family, Black, Female,0,0,38, Cuba, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Hungary, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, Other, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Separated, Sales, Husband, Black, Male,0,0,40, Hungary, <=50K
49, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Cuba, >50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
30, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Italy, <=50K
28, Private, 12th, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,7687,0,40, Taiwan, >50K
40, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,45, Laos, >50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, China, <=50K
73, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,16, Hungary, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Wife, Other, Female,5013,0,40, Columbia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,50, Germany, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Ecuador, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
39, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Columbia, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,45, China, >50K
46, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Japan, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, England, >50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,30, Guatemala, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,13607,0,40, Poland, <=50K
26, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Peru, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Portugal, >50K
28, Private, Assoc-voc, Divorced, Sales, Not-in-family, Other, Male,0,0,70, England, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, Nicaragua, <=50K
69, Private, Some-college, Separated, Exec-managerial, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Japan, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
68, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, Haiti, <=50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, China, <=50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Laos, <=50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Ecuador, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Hungary, <=50K
57, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
90, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,7676,0,60, Portugal, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Italy, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Mexico, >50K
48, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
41, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,2, El-Salvador, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Germany, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Haiti, <=50K
44, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Japan, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,2426,50, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,1671,73, Japan, >50K
61, State-gov, Bachelors, Widowed, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
52, Federal-gov, Prof-school, Divorced, Sales, Not-in-family, Black, Female,99999,0,35, Japan, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
45, Private, Masters, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, South, >50K
47, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Puerto-Rico, >50K
20, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,20, Yugoslavia, <=50K
34, Self-emp-inc, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,60, Portugal, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,44, Laos, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,2174,0,50, Hungary, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, >50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Mexico, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,54, El-Salvador, >50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Other-service, Wife, Black, Female,0,0,35, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,54, Canada, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,7298,0,45, Philippines, >50K
58, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
32, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, South, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Scotland, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
57, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, Yugoslavia, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, China, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, Taiwan, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
55, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,4945,0,40, China, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Thailand, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Canada, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Germany, <=50K
46, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
36, State-gov, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, Greece, <=50K
27, State-gov, HS-grad, Separated, Farming-fishing, Wife, Black, Male,3125,0,35, Italy, >50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Separated, Prof-specialty, Own-child, Black, Female,0,0,40, India, <=50K
28, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
41, Self-emp-not-inc, Masters, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, Poland, >50K
37, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, Hong, <=50K
55, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,2693,0,45, Jamaica, <=50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, France, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,43, Ireland, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, England, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
63, Private, 10th, Widowed, Other-service, Not-in-family, Other, Female,0,0,16, Puerto-Rico, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,1672,40, India, >50K
38, Private, Masters, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
26, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, India, <=50K
64, Self-emp-inc, Some-college, Widowed, Exec-managerial, Wife, Black, Male,25568,0,50, France, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Mexico, >50K
