26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1485,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, United-States, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7687,0,50, China, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Scotland, <=50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
41, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
26, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
60, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Hong, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, >50K
62, Private, HS-grad, Widowed, Tech-support, Husband, White, Male,0,0,29, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,36, United-States, <=50K
20, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, England, <=50K
35, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, Germany, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Puerto-Rico, >50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,7687,0,40, Cuba, >50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Mexico, >50K
64, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,35, Iran, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Hong, <=50K
49, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,45, United-States, <=50K
35, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, >50K
53, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Germany, <=50K
74, Self-emp-not-inc, Masters, Widowed, Tech-support, Wife, White, Female,0,0,20, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, 5th-6th, Married-spouse-absent, Sales, Own-child, White, Female,0,0,40, Nicaragua, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1978,50, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
24, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, Germany, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1898,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Jamaica, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,32, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
75, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,32, Greece, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2396,54, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,56, United-States, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,37, United-States, <=50K
59, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5290,0,40, United-States, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
42, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,37, Thailand, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Japan, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, South, >50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Greece, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
21, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,48, Japan, <=50K
52, Federal-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, >50K
53, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, Yugoslavia, <=50K
24, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
75, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, >50K
76, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Philippines, <=50K
31, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,24, Scotland, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, China, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
43, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,50, Dominican-Republic, <=50K
61, Private, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,23702,0,40, Scotland, >50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
48, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, China, <=50K
47, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,3262,0,29, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Cambodia, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3127,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Peru, <=50K
61, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Ecuador, >50K
42, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,20, France, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Philippines, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Cuba, <=50K
53, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, Trinadad&Tobago, >50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,48, Japan, <=50K
51, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Husband, White, Male,0,1902,60, United-States, >50K
40, State-gov, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,32, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2409,40, United-States, >50K
49, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,36, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
23, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Guatemala, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, Mexico, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,40, India, <=50K
40, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,50, Columbia, <=50K
43, Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,32, Puerto-Rico, <=50K
26, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, >50K
61, Private, Assoc-acdm, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
