40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Nicaragua, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,12, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
78, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Male,12482,0,45, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, Private, Masters, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,7298,0,54, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,45, Cuba, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,39, United-States, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Local-gov, 12th, Never-married, Transport-moving, Husband, White, Female,0,1911,37, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, Mexico, <=50K
22, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female,3095,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, Mexico, <=50K
28, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
34, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
19, Private, Some-college, Separated, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, >50K
66, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, <=50K
35, Private, Doctorate, Divorced, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
40, Self-emp-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,45, Italy, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Male,0,0,20, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1887,60, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
33, Private, Assoc-acdm, Never-married, Priv-house-serv, Not-in-family, White, Male,0,0,40, Ireland, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, Guatemala, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
52, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,62, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,15024,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Laos, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
51, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
67, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,25645,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, >50K
41, Private, Assoc-acdm, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, >50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Female,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1838,48, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Mexico, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, >50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
46, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
67, Self-emp-not-inc, 7th-8th, Widowed, Tech-support, Not-in-family, White, Female,0,0,24, Italy, <=50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Local-gov, 9th, Divorced, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
46, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
70, Private, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,70, Vietnam, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7687,0,35, United-States, >50K
72, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2174,0,12, United-States, >50K
71, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, <=50K
44, Local-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
42, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,1473,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, United-States, >50K
51, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Ecuador, >50K
35, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
39, Private, Some-college, Separated, Prof-specialty, Wife, White, Female,0,0,40, Canada, <=50K
53, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Handlers-cleaners, Wife, White, Female,0,0,32, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,10, United-States, <=50K
52, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Trinadad&Tobago, <=50K
37, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,15024,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,50, Ireland, <=50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,4407,0,50, United-States, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, State-gov, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,2013,40, United-States, <=50K
76, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1867,10, United-States, >50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, United-States, >50K
33, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Laos, <=50K
39, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, State-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,3375,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,4404,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
30, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
30, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Self-emp-inc, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, >50K
71, Private, 9th, Widowed, Other-service, Not-in-family, White, Female,0,0,6, United-States, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
