35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
54, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Ireland, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, Canada, >50K
31, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,30, Poland, <=50K
33, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
36, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,55, Trinadad&Tobago, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Philippines, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Scotland, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Vietnam, >50K
22, Private, Masters, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Jamaica, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, India, >50K
50, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,54, India, <=50K
42, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Hong, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Greece, <=50K
26, Private, Prof-school, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Haiti, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Hungary, <=50K
40, Self-emp-inc, Prof-school, Never-married, Sales, Own-child, White, Female,99999,0,65, South, >50K
35, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, Ireland, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, Scotland, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
47, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,54, Philippines, <=50K
51, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,98, Laos, <=50K
21, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,40, England, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1902,40, United-States, >50K
32, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Italy, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,46, Honduras, <=50K
38, Private, Assoc-voc, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,15, Germany, <=50K
41, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, El-Salvador, >50K
40, Local-gov, 9th, Never-married, Transport-moving, Husband, White, Female,0,0,40, Scotland, <=50K
49, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
37, State-gov, Some-college, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Hong, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
45, Private, Masters, Separated, Sales, Husband, Black, Male,0,0,65, Hungary, <=50K
56, Private, Masters, Widowed, Prof-specialty, Not-in-family, Black, Female,2727,0,40, Columbia, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,20, Honduras, >50K
63, Federal-gov, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, Italy, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Iran, <=50K
44, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,30, South, <=50K
45, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Male,0,0,40, Laos, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,3339,0,40, China, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,45, Hungary, <=50K
35, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
44, Private, Bachelors, Divorced, Handlers-cleaners, Wife, Other, Female,2232,0,45, Columbia, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
19, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
18, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, El-Salvador, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, >50K
36, Private, Bachelors, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
54, Federal-gov, Masters, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,30, Yugoslavia, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Columbia, >50K
33, Self-emp-not-inc, Masters, Never-married, Sales, Wife, Other, Female,0,0,40, China, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, England, <=50K
49, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,40, Guatemala, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
38, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, Peru, <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Portugal, <=50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, England, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Nicaragua, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,5010,0,45, Japan, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Honduras, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Haiti, >50K
36, Private, 10th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,54, Columbia, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,65, Laos, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
43, Private, Bachelors, Separated, Prof-specialty, Unmarried, Other, Female,0,0,45, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Hungary, <=50K
28, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Columbia, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,80, Guatemala, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Scotland, >50K
57, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
33, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Mexico, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Laos, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, Ecuador, >50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Greece, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,4978,0,40, Japan, <=50K
67, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,18, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, Japan, <=50K
29, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,54, Trinadad&Tobago, <=50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Japan, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4769,0,50, El-Salvador, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, Japan, <=50K
59, Self-emp-inc, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, Portugal, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,8, Thailand, <=50K
52, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,39, Haiti, <=50K
44, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,80, South, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,42, Puerto-Rico, <=50K
56, Private, Bachelors, Widowed, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, Portugal, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Laos, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Hungary, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, England, <=50K
67, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Peru, >50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Germany, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,45, Mexico, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
64, Local-gov, Masters, Separated, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, Japan, <=50K
39, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,60, Guatemala, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, China, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,25, Peru, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Cambodia, >50K
36, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, >50K
46, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Scotland, >50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
63, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, Yugoslavia, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1851,45, China, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
60, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,25, Taiwan, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,1880,82, Hong, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,30, China, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, Germany, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,10, Thailand, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, Canada, >50K
46, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, England, >50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
40, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,2026,60, El-Salvador, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
53, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Wife, Black, Male,99999,0,50, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,49, Trinadad&Tobago, <=50K
57, Private, HS-grad, Separated, Prof-specialty, Husband, Other, Male,0,0,40, Hungary, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, Taiwan, <=50K
27, Private, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
53, Private, HS-grad, Separated, Transport-moving, Wife, White, Male,0,0,40, Nicaragua, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Columbia, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
32, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ireland, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, England, <=50K
36, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Peru, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,55, United-States, >50K
47, Private, HS-grad, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, Dominican-Republic, >50K
29, Private, 1st-4th, Never-married, Other-service, Own-child, Other, Female,0,0,26, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, India, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
24, State-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,32, India, <=50K
