37, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
45, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,44, United-States, <=50K
89, Self-emp-not-inc, 9th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,297,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Black, Female,0,0,25, Columbia, <=50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Female,3086,0,50, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Wife, Black, Male,9170,0,45, United-States, >50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,50, United-States, >50K
55, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Poland, <=50K
39, Private, HS-grad, Widowed, Tech-support, Wife, Other, Male,0,1729,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, South, <=50K
42, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, India, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Italy, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, England, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
51, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1621,30, United-States, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Jamaica, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, United-States, >50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
48, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, White, Male,2427,0,40, United-States, <=50K
24, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Jamaica, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1977,45, United-States, >50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Puerto-Rico, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,43, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,50, South, >50K
48, Federal-gov, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,42, United-States, >50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, Japan, <=50K
43, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
31, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
35, Private, Masters, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Masters, Divorced, Transport-moving, Unmarried, White, Male,10048,0,50, United-States, >50K
56, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Yugoslavia, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
74, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Self-emp-inc, Masters, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,2085,40, United-States, >50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,35, United-States, <=50K
61, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
46, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
65, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,29, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
62, Private, Masters, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,20, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, England, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Female,0,0,54, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
29, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
22, State-gov, Some-college, Separated, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
38, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,65, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
26, Private, Masters, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, <=50K
30, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Wife, White, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
