19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, >50K
40, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,3950,0,30, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,43, United-States, <=50K
39, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,32, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,42, United-States, >50K
26, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,6387,0,43, United-States, >50K
40, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,10, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
48, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,16, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
43, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
68, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2037,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,12, United-States, <=50K
27, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,0,0,45, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, Italy, <=50K
27, Private, Some-college, Never-married, Other-service, Husband, Black, Male,0,0,10, United-States, <=50K
46, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1993,46, United-States, >50K
23, Self-emp-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,35, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,5153,0,40, United-States, <=50K
21, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,84, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,32, United-States, <=50K
25, Private, 12th, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, >50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, 9th, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
57, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,60, United-States, >50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Husband, White, Male,22385,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 9th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
40, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Separated, Farming-fishing, Unmarried, White, Male,8081,0,35, United-States, >50K
29, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
77, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,8614,0,37, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,65, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
23, State-gov, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
24, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,30, Vietnam, <=50K
60, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
40, Private, Prof-school, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,15, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
64, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,54, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,5013,0,50, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
76, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,10, El-Salvador, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, China, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,32, United-States, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,30, Mexico, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Private, Bachelors, Divorced, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Puerto-Rico, >50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Ireland, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,24, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,60, United-States, <=50K
29, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov, Masters, Widowed, Other-service, Wife, White, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
48, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,2188,0,50, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, >50K
50, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
25, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, >50K
61, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Haiti, <=50K
24, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Husband, White, Male,0,1886,50, United-States, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
71, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,8, United-States, <=50K
