21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, South, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Poland, >50K
38, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2531,45, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,35, Guatemala, <=50K
54, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,1582,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
63, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,31, United-States, <=50K
64, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7971,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,70, United-States, <=50K
41, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, India, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Portugal, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,50, Canada, >50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Japan, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Vietnam, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Hungary, <=50K
20, Private, 10th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
30, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, Guatemala, <=50K
25, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
26, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,40, France, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,45, Portugal, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
33, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,3290,0,40, Dominican-Republic, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Thailand, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, El-Salvador, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, China, <=50K
25, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,44, Hong, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Black, Female,0,0,38, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Yugoslavia, >50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, El-Salvador, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,50, Cuba, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, >50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, India, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Portugal, <=50K
33, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, England, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Philippines, >50K
38, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, Ecuador, <=50K
35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Honduras, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,20, Thailand, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,1902,35, England, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Peru, <=50K
42, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,24, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, <=50K
28, Private, Masters, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,1848,0,50, France, <=50K
19, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, Nicaragua, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, Honduras, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
37, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,30, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Separated, Tech-support, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, >50K
52, Local-gov, 5th-6th, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,30, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Hong, >50K
51, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,6780,0,45, Peru, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,78, United-States, <=50K
18, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
34, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Japan, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,35, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,30, United-States, <=50K
81, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,3, Peru, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4868,0,40, Cuba, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Japan, <=50K
57, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1977,40, Nicaragua, <=50K
51, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,3336,0,40, Canada, <=50K
50, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,3050,0,48, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, >50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Jamaica, >50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, Vietnam, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Cuba, >50K
38, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,50, Honduras, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,1576,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, Scotland, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Ecuador, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,60, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, Columbia, <=50K
55, Self-emp-not-inc, Doctorate, Divorced, Other-service, Not-in-family, Black, Female,0,2005,40, Japan, <=50K
24, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Male,2185,0,40, India, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
53, Local-gov, Doctorate, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, Hungary, <=50K
27, State-gov, Some-college, Separated, Other-service, Own-child, White, Male,0,0,20, Nicaragua, <=50K
51, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, <=50K
33, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
21, Private, Masters, Never-married, Other-service, Own-child, Black, Male,0,1774,10, United-States, <=50K
41, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,92, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,8, El-Salvador, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Italy, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,5047,0,40, United-States, >50K
41, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
49, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
68, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,20, China, <=50K
46, State-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
