19, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
61, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,14648,0,45, Vietnam, >50K
44, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,5013,0,52, Ireland, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, Italy, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,16, Cambodia, >50K
58, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,8, India, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
55, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Hong, <=50K
44, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
40, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,60, Jamaica, <=50K
25, Private, Masters, Married-civ-spouse, Protective-serv, Own-child, Black, Female,7298,0,45, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,12, Poland, <=50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, Poland, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,6850,0,45, Scotland, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
50, State-gov, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,45, France, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, United-States, >50K
41, Private, Masters, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
51, Private, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Laos, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
22, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
58, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Greece, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,3342,0,22, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,14, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, England, <=50K
37, Local-gov, 11th, Divorced, Transport-moving, Unmarried, White, Male,0,0,30, Trinadad&Tobago, <=50K
44, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
56, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Separated, Sales, Husband, Black, Male,0,0,40, Iran, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,5178,0,40, Cuba, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,8, Hungary, <=50K
38, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Laos, <=50K
46, Local-gov, 11th, Never-married, Other-service, Other-relative, Black, Female,0,0,15, Italy, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,40, China, <=50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2248,40, Ireland, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Hong, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Greece, >50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, England, <=50K
44, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,2253,43, Columbia, <=50K
22, State-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,34, China, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,3340,0,40, Nicaragua, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,16, France, <=50K
37, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Haiti, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,75, Portugal, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, Taiwan, >50K
24, Private, Assoc-voc, Never-married, Protective-serv, Own-child, Other, Male,0,0,25, France, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
52, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, Nicaragua, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
31, Self-emp-inc, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Honduras, <=50K
20, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
37, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Columbia, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
30, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Portugal, <=50K
62, Private, HS-grad, Separated, Protective-serv, Husband, White, Female,0,0,15, El-Salvador, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Iran, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
21, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
61, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Laos, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,54, Peru, <=50K
52, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
43, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,54, Haiti, >50K
55, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
23, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Guatemala, >50K
55, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Honduras, >50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Nicaragua, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Columbia, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,30, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Nicaragua, >50K
31, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, Other, Male,6787,0,25, England, <=50K
28, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Mexico, <=50K
75, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,18, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7298,0,30, Honduras, >50K
33, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ireland, >50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Other, Male,0,0,48, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,20, Thailand, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,30, Yugoslavia, <=50K
58, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,48, Taiwan, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Germany, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,12, Greece, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Peru, <=50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, >50K
62, Local-gov, Masters, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, England, <=50K
56, Self-emp-not-inc, Prof-school, Separated, Craft-repair, Husband, Black, Male,0,0,16, Laos, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,48, Honduras, >50K
45, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,50, Guatemala, >50K
45, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,2190,0,45, Puerto-Rico, <=50K
34, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,16, Haiti, <=50K
74, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,8, Cambodia, <=50K
20, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Cambodia, <=50K
31, Private, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, >50K
42, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,54, Thailand, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, El-Salvador, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, >50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, India, <=50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Greece, <=50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, Canada, <=50K
39, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,6926,0,40, Greece, <=50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,48, France, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,20, England, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,54, England, <=50K
28, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
20, State-gov, Some-college, Separated, Other-service, Wife, Black, Male,0,0,25, Japan, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
47, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,16, Ireland, <=50K
25, Private, Assoc-voc, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,48, United-States, <=50K
31, Self-emp-inc, HS-grad, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,48, South, <=50K
24, Local-gov, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, Poland, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, India, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Mexico, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Germany, <=50K
40, Private, Masters, Never-married, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,48, France, <=50K
25, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,3374,0,45, Portugal, <=50K
53, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,74, United-States, <=50K
48, Private, Bachelors, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Ecuador, <=50K
24, Private, 9th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, Thailand, <=50K
60, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, Ireland, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, <=50K
22, Self-emp-not-inc, 10th, Never-married, Craft-repair, Own-child, Other, Male,0,1592,48, Ireland, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Germany, >50K
69, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,4, Peru, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Female,2174,0,40, South, >50K
22, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
