47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
31, Self-emp-inc, Masters, Never-married, Adm-clerical, Wife, Black, Female,14180,0,50, United-States, >50K
58, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,60177,0,60, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, >50K
76, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,4386,0,40, United-States, >50K
39, Private, Some-college, Separated, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Sales, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
41, Local-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,36, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
50, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Female,0,0,65, United-States, <=50K
37, Self-emp-not-inc, Masters, Widowed, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, >50K
30, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
76, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
19, State-gov, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,24, Mexico, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,60, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,48, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,40, Haiti, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
41, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
73, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
69, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,28, United-States, <=50K
73, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
64, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
53, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,59, Mexico, >50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
50, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,36, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
28, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Thailand, <=50K
36, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States, <=50K
54, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Self-emp-not-inc, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,74, United-States, <=50K
56, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
32, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,4415,0,40, United-States, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Self-emp-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
41, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2768,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
38, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
43, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Iran, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
39, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
24, Private, 10th, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,45, China, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,43, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,42, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,18, Jamaica, <=50K
54, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
21, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,32, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
66, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, Philippines, >50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1731,60, Iran, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, <=50K
43, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
65, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,7298,0,40, United-States, >50K
43, Private, Bachelors, Separated, Craft-repair, Not-in-family, White, Male,0,0,21, United-States, <=50K
55, Private, Prof-school, Divorced, Other-service, Not-in-family, White, Male,0,0,48, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
25, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
59, Private, 9th, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,37, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
55, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
43, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
62, State-gov, 1st-4th, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1902,45, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1904,60, United-States, >50K
