36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
48, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, >50K
56, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,45, South, >50K
35, Private, HS-grad, Never-married, Farming-fishing, Husband, Black, Female,0,0,20, Mexico, <=50K
58, Self-emp-not-inc, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,30, Philippines, <=50K
54, Federal-gov, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Thailand, <=50K
36, Private, Some-college, Separated, Sales, Wife, White, Female,0,0,30, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,25, Greece, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
30, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,11, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,64, United-States, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hungary, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
31, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
29, Private, Bachelors, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,2174,0,40, Canada, <=50K
50, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Japan, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, Vietnam, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
38, Private, HS-grad, Separated, Other-service, Husband, White, Female,0,0,40, Hong, <=50K
44, Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
58, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, <=50K
59, Self-emp-not-inc, Masters, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Male,98500,0,40, Scotland, >50K
68, Self-emp-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Guatemala, <=50K
21, Private, Some-college, Widowed, Sales, Not-in-family, Other, Male,0,1587,40, South, <=50K
44, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,8976,0,45, England, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
59, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, 12th, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, United-States, >50K
25, Private, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
43, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Peru, <=50K
34, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Male,0,0,40, Ecuador, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Jamaica, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Columbia, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2222,40, Guatemala, >50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, Greece, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,15, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,22, Yugoslavia, <=50K
29, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,1588,40, Ecuador, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,60, Cuba, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Ireland, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,29, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,3195,0,50, El-Salvador, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
42, Private, 10th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,50, Holand-Netherlands, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,45, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,22, England, <=50K
23, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
45, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,24, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Japan, >50K
31, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,15, Philippines, <=50K
54, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, >50K
42, Local-gov, 1st-4th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,1736,20, United-States, <=50K
34, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Hong, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
46, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,54, United-States, <=50K
33, Self-emp-inc, 7th-8th, Never-married, Farming-fishing, Husband, White, Male,0,0,99, Yugoslavia, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,26, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Trinadad&Tobago, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,24, Ireland, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2018,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,1977,49, Canada, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, <=50K
45, Private, Masters, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Female,0,0,30, Nicaragua, >50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,40, Laos, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,40, United-States, >50K
48, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,50, Canada, <=50K
29, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,1734,40, United-States, >50K
59, Private, Preschool, Widowed, Sales, Unmarried, White, Female,0,0,30, Cambodia, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,80, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1902,50, Italy, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,30, Vietnam, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Cuba, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Honduras, >50K
33, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Scotland, <=50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,63, Ecuador, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Japan, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,30, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, >50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,26, Japan, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,15024,0,50, India, >50K
37, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Hong, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Hong, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Mexico, <=50K
57, State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, >50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
79, Private, 5th-6th, Divorced, Prof-specialty, Husband, White, Male,0,0,5, United-States, <=50K
42, Private, HS-grad, Separated, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Thailand, <=50K
25, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,35366,0,50, El-Salvador, >50K
57, Private, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
80, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, India, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,1887,40, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,44, Greece, <=50K
40, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
22, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, China, <=50K
42, State-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Wife, White, Male,2825,0,35, Jamaica, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
