54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
28, Private, 10th, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Poland, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3046,0,48, Philippines, >50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Columbia, <=50K
30, Private, Masters, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,48, Trinadad&Tobago, <=50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,1499,0,40, Scotland, >50K
42, Private, Doctorate, Married-civ-spouse, Other-service, Wife, Black, Male,0,2399,50, Vietnam, >50K
18, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,16, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,43, Jamaica, <=50K
35, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,608,40, India, >50K
28, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Ecuador, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, Hong, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, Other, Female,0,0,83, Haiti, <=50K
49, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Hungary, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,32, South, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,60, Dominican-Republic, <=50K
39, Private, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,46, Ireland, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Scotland, >50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
31, Private, HS-grad, Never-married, Tech-support, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Philippines, <=50K
45, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Iran, <=50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
51, Local-gov, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
43, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Laos, >50K
22, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, England, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, >50K
50, Private, HS-grad, Separated, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,1494,60, Cambodia, >50K
22, Private, Some-college, Never-married, Tech-support, Husband, Black, Male,0,0,50, Germany, <=50K
29, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Taiwan, <=50K
58, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,38, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
67, Private, Bachelors, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, El-Salvador, <=50K
30, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,71, Scotland, <=50K
58, Private, 9th, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
27, Self-emp-inc, Some-college, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Hungary, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
31, Private, Prof-school, Separated, Sales, Husband, Black, Male,0,0,40, Hungary, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Cuba, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Honduras, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, <=50K
27, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,7298,0,40, South, >50K
39, Private, Prof-school, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,45, Laos, <=50K
41, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, China, <=50K
71, Private, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,16, Hungary, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, Other, Female,3137,0,40, Columbia, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,50, Germany, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,16, Ecuador, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, Columbia, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,45, China, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Japan, <=50K
47, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, England, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Guatemala, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,13234,0,40, Philippines, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Peru, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Portugal, >50K
27, Private, 9th, Never-married, Sales, Own-child, Other, Male,0,0,70, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
67, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, Japan, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Honduras, <=50K
67, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, Haiti, <=50K
19, Private, 10th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,28, Outlying-US(Guam-USVI-etc), <=50K
40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, China, >50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,30, Laos, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Separated, Prof-specialty, Own-child, Other, Female,0,0,40, Ecuador, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
56, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
90, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Scotland, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,4727,0,60, Poland, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Italy, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Mexico, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Laos, <=50K
39, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,1, Ecuador, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Greece, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Germany, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Haiti, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Columbia, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Japan, >50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,2407,50, Trinadad&Tobago, >50K
51, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Male,0,1735,70, Japan, >50K
60, Self-emp-not-inc, Bachelors, Widowed, Exec-managerial, Unmarried, Other, Male,0,0,40, El-Salvador, <=50K
48, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, Other, Female,99999,0,38, Jamaica, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Portugal, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Thailand, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
44, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, South, >50K
46, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Puerto-Rico, >50K
20, Private, 9th, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
34, Self-emp-inc, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,60, Portugal, <=50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,43, Laos, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
34, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cambodia, <=50K
51, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, El-Salvador, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,35, Japan, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Guatemala, >50K
28, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,52, China, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,4011,0,45, Peru, >50K
56, Private, Some-college, Separated, Other-service, Not-in-family, White, Female,0,0,50, Greece, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
31, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, South, <=50K
37, Private, Some-college, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Married-spouse-absent, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
55, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,50, Yugoslavia, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, China, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
20, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, Taiwan, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Hong, <=50K
37, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,3630,0,40, China, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Germany, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Canada, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, Germany, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
27, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
35, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Greece, <=50K
26, State-gov, HS-grad, Widowed, Other-service, Wife, Black, Male,1929,0,37, Ireland, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
27, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, Poland, >50K
36, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Hong, <=50K
55, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Jamaica, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, France, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, Ireland, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,20, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,70, England, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Some-college, Separated, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Dominican-Republic, >50K
63, Private, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,18, Puerto-Rico, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Male,0,1848,40, India, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
25, State-gov, 10th, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, India, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,22085,0,50, France, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Mexico, >50K
