34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Trinadad&Tobago, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Vietnam, >50K
22, Private, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,35, England, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Japan, >50K
49, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,54, Japan, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, >50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Ireland, >50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,14, Honduras, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, India, <=50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Italy, >50K
38, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Female,99999,0,65, United-States, >50K
34, Private, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Black, Female,0,0,70, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Scotland, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, South, >50K
46, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,53, Trinadad&Tobago, <=50K
51, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,98, Poland, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, Germany, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,40, United-States, >50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, Nicaragua, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, India, <=50K
37, Private, Assoc-voc, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,15, Haiti, <=50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Yugoslavia, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, France, >50K
39, Private, 7th-8th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Male,0,0,50, Dominican-Republic, <=50K
37, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,15, Italy, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, El-Salvador, >50K
43, Private, Some-college, Separated, Sales, Husband, Black, Male,0,0,65, Jamaica, <=50K
55, Private, Masters, Separated, Prof-specialty, Not-in-family, Other, Female,1990,0,40, Dominican-Republic, >50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, Iran, >50K
62, Local-gov, HS-grad, Separated, Tech-support, Not-in-family, Other, Male,0,0,40, Nicaragua, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Japan, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
44, Private, Masters, Widowed, Prof-specialty, Unmarried, White, Male,0,0,40, Poland, >50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,3913,0,40, Columbia, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,45, Jamaica, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Male,983,0,45, Cuba, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
18, Private, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,30, France, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
35, Private, Bachelors, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Federal-gov, Prof-school, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, Yugoslavia, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Cuba, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, China, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, Germany, <=50K
48, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Hong, <=50K
46, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,20, Taiwan, <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,35, Germany, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Scotland, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
49, Private, Prof-school, Divorced, Prof-specialty, Wife, White, Male,4096,0,45, Philippines, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Iran, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Cuba, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,60, Hungary, >50K
35, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
36, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,54, Columbia, >50K
33, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,65, Poland, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, South, >50K
42, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,45, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Puerto-Rico, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Italy, <=50K
27, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,60, Cuba, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,80, Hong, <=50K
34, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
56, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,45, Portugal, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,70, England, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
57, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Haiti, >50K
41, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Hungary, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5178,0,40, Philippines, <=50K
66, State-gov, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,16, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Peru, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,54, United-States, <=50K
28, Private, 7th-8th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Philippines, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4612,0,50, France, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
58, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8, United-States, <=50K
51, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,38, Hungary, <=50K
43, Private, Some-college, Married-spouse-absent, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
27, Self-emp-inc, HS-grad, Never-married, Transport-moving, Own-child, Other, Male,0,0,80, United-States, <=50K
32, State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,42, United-States, <=50K
55, Private, Assoc-voc, Widowed, Exec-managerial, Husband, Black, Male,0,0,50, Yugoslavia, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,99, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Poland, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Jamaica, <=50K
46, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Greece, <=50K
65, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
44, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,35, Guatemala, <=50K
48, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,44, Portugal, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
64, Local-gov, HS-grad, Widowed, Craft-repair, Husband, Other, Male,0,0,40, France, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Prof-school, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,60, Hungary, >50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, China, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,24, Taiwan, >50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, Canada, >50K
35, Private, 11th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
62, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,54, Yugoslavia, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,1739,45, China, >50K
30, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, England, <=50K
21, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,24, United-States, <=50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1748,82, Ireland, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,30, Columbia, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Guatemala, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,10, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Canada, >50K
45, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Haiti, >50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,45, Germany, >50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, France, <=50K
37, Local-gov, Bachelors, Never-married, Sales, Unmarried, White, Female,0,1977,60, France, <=50K
33, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
52, State-gov, Prof-school, Widowed, Prof-specialty, Wife, Other, Male,99999,0,50, Mexico, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,48, United-States, <=50K
56, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Jamaica, <=50K
32, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Scotland, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, <=50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Cuba, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Peru, >50K
31, State-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Peru, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, South, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,57, United-States, >50K
47, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Black, Male,0,0,32, Ecuador, <=50K
28, Private, 7th-8th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Japan, <=50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Canada, <=50K
23, State-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Japan, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,42, Guatemala, >50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, Portugal, >50K
