46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Prof-school, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, 9th, Never-married, Tech-support, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 1st-4th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,40, United-States, >50K
33, Private, Assoc-acdm, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, Prof-school, Widowed, Sales, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Masters, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
37, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
40, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,5178,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Hong, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,45, United-States, >50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Mexico, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private, 7th-8th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,45, United-States, >50K
31, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Doctorate, Separated, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
40, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,5178,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,61, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,44, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
27, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
32, Private, 9th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
48, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
48, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,40, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, Germany, <=50K
42, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,7157,0,60, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Germany, >50K
41, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
43, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, China, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,6697,0,65, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,5818,0,45, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Wife, Other, Female,0,0,24, Nicaragua, <=50K
40, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, White, Female,5178,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
35, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,38, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Divorced, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
50, Self-emp-not-inc, Masters, Separated, Farming-fishing, Husband, White, Male,7298,0,62, United-States, >50K
40, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5233,0,40, United-States, >50K
