43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,71, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,14319,0,45, United-States, <=50K
25, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
41, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,51, United-States, >50K
21, Private, Prof-school, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Masters, Never-married, Sales, Husband, White, Female,0,0,54, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
61, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Peru, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Peru, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,25, India, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
29, Private, 9th, Never-married, Other-service, Not-in-family, White, Male,0,0,38, Philippines, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,1976,40, Philippines, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,1893,40, United-States, >50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,4853,0,40, United-States, >50K
25, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
22, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Mexico, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,0,0,38, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
59, Self-emp-inc, Masters, Divorced, Prof-specialty, Unmarried, White, Female,7298,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, Thailand, <=50K
58, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
41, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1950,50, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Never-married, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,5025,0,40, United-States, >50K
42, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,50, United-States, >50K
38, Self-emp-not-inc, Bachelors, Separated, Exec-managerial, Own-child, White, Male,7365,0,35, United-States, <=50K
17, Federal-gov, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Husband, Black, Female,0,0,35, United-States, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,72, United-States, <=50K
37, State-gov, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,1976,50, United-States, >50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, France, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
44, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,2184,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,22, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
67, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,94, United-States, >50K
26, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,1243,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
55, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,60, Cuba, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,3103,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, >50K
48, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1973,35, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Mexico, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,70, United-States, <=50K
38, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
70, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,3103,0,40, United-States, <=50K
34, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
70, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,20, United-States, >50K
39, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,60, United-States, >50K
41, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,60, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7298,0,50, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
75, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,22, United-States, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
54, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, <=50K
