43, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1977,60, Ecuador, >50K
27, Private, Masters, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Thailand, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, >50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
36, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,45, Japan, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,54, Japan, <=50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, England, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Cambodia, >50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, Other, Female,0,0,48, Ireland, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
24, Private, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, India, <=50K
32, Federal-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,48, Italy, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
70, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,4, El-Salvador, <=50K
27, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,37, Mexico, >50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,54, Scotland, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, South, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, Trinadad&Tobago, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Mexico, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Portugal, <=50K
34, Private, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Poland, <=50K
20, State-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,30, Germany, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, Vietnam, >50K
26, Private, Masters, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Nicaragua, <=50K
58, Private, Some-college, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,54, Haiti, >50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,471,0,20, United-States, <=50K
64, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,450,0,40, France, <=50K
27, Local-gov, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
35, Self-emp-not-inc, HS-grad, Separated, Sales, Unmarried, Asian-Pac-Islander, Male,2191,0,45, Italy, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,25, El-Salvador, <=50K
21, Private, Some-college, Separated, Sales, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,31, Dominican-Republic, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Iran, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Nicaragua, <=50K
53, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, Japan, <=50K
43, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
47, Private, Masters, Widowed, Craft-repair, Husband, Other, Male,0,0,40, Poland, >50K
63, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,25, Columbia, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, Jamaica, <=50K
64, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Cuba, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, >50K
36, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, >50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, El-Salvador, >50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
48, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
49, Private, Assoc-acdm, Separated, Priv-house-serv, Own-child, Black, Male,0,0,40, Cuba, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Female,5178,0,40, China, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, Germany, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,1977,40, Hong, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
48, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Taiwan, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Priv-house-serv, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,54, Germany, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Scotland, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Thailand, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Philippines, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Iran, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, Cuba, <=50K
41, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,25, Hungary, <=50K
27, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
65, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Columbia, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Poland, <=50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, South, <=50K
42, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,50, England, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,15024,0,40, Cuba, >50K
38, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
60, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
62, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Portugal, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Poland, >50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,20, England, >50K
39, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Hong, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,64, Haiti, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Hungary, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
35, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,54, Cuba, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Philippines, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
52, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, >50K
54, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Peru, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
28, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,40, United-States, >50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, Yugoslavia, <=50K
62, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,15, United-States, >50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, Poland, <=50K
56, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Greece, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Guatemala, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Portugal, >50K
66, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
39, Local-gov, Some-college, Separated, Craft-repair, Unmarried, Other, Male,0,0,45, France, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,45, Peru, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Taiwan, >50K
42, Self-emp-inc, Some-college, Never-married, Prof-specialty, Husband, White, Female,2174,0,40, Hong, <=50K
28, State-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,21, Cambodia, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Guatemala, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,10, Yugoslavia, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, China, >50K
47, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, England, <=50K
50, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Ireland, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
39, Private, Bachelors, Separated, Prof-specialty, Unmarried, White, Female,0,0,50, Guatemala, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Other-relative, Black, Male,0,0,45, United-States, <=50K
47, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
24, Self-emp-not-inc, Doctorate, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Germany, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, France, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, France, <=50K
25, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,40, Hong, <=50K
35, State-gov, HS-grad, Widowed, Other-service, Wife, Other, Male,0,0,40, Nicaragua, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Separated, Prof-specialty, Own-child, Other, Male,0,0,40, Jamaica, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Masters, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,45, Scotland, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ireland, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Cuba, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Peru, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Mexico, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, Peru, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,95, Greece, >50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, South, <=50K
44, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Ecuador, >50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Japan, >50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Canada, <=50K
36, State-gov, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Japan, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Wife, Black, Male,0,0,40, Guatemala, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Wife, White, Female,0,2423,30, Portugal, >50K
35, Private, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
