35, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Local-gov, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Never-married, Sales, Wife, White, Female,7687,0,50, United-States, >50K
37, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,40, India, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,9053,0,40, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
33, Private, Masters, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Prof-school, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,26, Canada, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Mexico, <=50K
41, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Female,7727,0,40, Vietnam, >50K
42, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,10553,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Priv-house-serv, Husband, White, Female,0,0,40, Honduras, <=50K
40, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Hong, <=50K
27, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
43, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Hong, <=50K
37, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, <=50K
40, Private, Masters, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, United-States, >50K
37, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, England, <=50K
33, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Thailand, <=50K
35, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Germany, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, Nicaragua, <=50K
31, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Ireland, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Haiti, >50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
26, Federal-gov, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,30, Yugoslavia, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,32, England, <=50K
38, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Wife, White, Female,0,0,40, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,54, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland, >50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,24, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,48, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,42, United-States, <=50K
17, Self-emp-not-inc, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Hungary, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,8599,0,45, United-States, <=50K
29, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, England, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Preschool, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,32, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Guatemala, <=50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,30, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,24, Italy, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,42, Greece, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, South, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,9072,0,40, Puerto-Rico, >50K
33, Private, 9th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Husband, Other, Female,0,0,20, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Greece, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 9th, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
34, Private, 11th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, India, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
34, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,7687,0,50, United-States, >50K
41, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Separated, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, <=50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, >50K
36, Private, Doctorate, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, Canada, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,22, Jamaica, <=50K
40, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Scotland, >50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
44, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, Puerto-Rico, <=50K
39, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, <=50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
39, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,45, Nicaragua, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Vietnam, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
44, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,50, India, >50K
22, Private, 5th-6th, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,30, United-States, >50K
44, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,48, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-spouse-absent, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,23, England, <=50K
36, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, Cuba, <=50K
19, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Puerto-Rico, <=50K
41, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Ireland, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Japan, <=50K
21, State-gov, Some-college, Separated, Other-service, Own-child, White, Male,0,0,24, Philippines, <=50K
19, State-gov, HS-grad, Widowed, Other-service, Wife, White, Male,0,0,23, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
38, Private, 7th-8th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Never-married, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Greece, <=50K
38, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Hungary, <=50K
