44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,14229,0,45, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,52, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
47, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
57, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, 11th, Divorced, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, Mexico, <=50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,50, United-States, >50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
50, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Other-service, Wife, White, Female,0,0,37, Trinadad&Tobago, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Male,0,1876,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1716,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,4006,0,40, United-States, >50K
26, Private, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,37, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 12th, Never-married, Sales, Own-child, White, Male,0,0,11, United-States, <=50K
50, State-gov, Preschool, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,54, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
59, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,5178,0,40, United-States, <=50K
42, Local-gov, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,5378,0,50, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,35, United-States, >50K
17, Federal-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
37, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
43, Private, Doctorate, Divorced, Other-service, Unmarried, Black, Female,0,566,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,66, Mexico, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,3704,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, <=50K
69, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3315,0,83, United-States, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,2798,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
66, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Ireland, <=50K
57, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,60, England, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Wife, Black, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
32, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,3876,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,60, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,35, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,24, Philippines, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2574,0,45, United-States, >50K
50, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,70, United-States, <=50K
40, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
69, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,2884,0,40, United-States, <=50K
36, Private, 9th, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
68, Private, HS-grad, Widowed, Transport-moving, Wife, White, Female,0,0,20, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,99, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1851,54, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,6860,0,50, United-States, >50K
54, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
75, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
56, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Husband, White, Male,2466,0,40, Jamaica, <=50K
53, State-gov, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
