28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
37, State-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, State-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, Prof-school, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7372,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,45, United-States, <=50K
29, Private, Doctorate, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, United-States, <=50K
21, Local-gov, 11th, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
54, State-gov, HS-grad, Widowed, Sales, Wife, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Peru, <=50K
49, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,13, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
46, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Divorced, Handlers-cleaners, Wife, White, Female,0,0,42, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, Doctorate, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Honduras, <=50K
43, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
21, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
36, State-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,38, Philippines, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7330,0,60, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, United-States, >50K
24, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
57, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,50, United-States, >50K
76, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, 10th, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,4177,0,40, Taiwan, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,12864,0,40, United-States, >50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, Taiwan, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,42, Outlying-US(Guam-USVI-etc), <=50K
45, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,16, United-States, <=50K
35, State-gov, Bachelors, Divorced, Craft-repair, Own-child, White, Female,0,0,36, United-States, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
47, State-gov, Assoc-acdm, Widowed, Tech-support, Not-in-family, White, Female,0,0,32, Philippines, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
60, Local-gov, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
59, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,3103,0,50, United-States, <=50K
63, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,7687,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
31, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Widowed, Adm-clerical, Own-child, White, Female,0,0,20, Vietnam, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,3334,0,43, United-States, <=50K
28, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,80, United-States, <=50K
28, Private, Bachelors, Divorced, Prof-specialty, Own-child, Black, Male,0,1881,40, United-States, <=50K
61, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Cuba, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,99, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,92, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, El-Salvador, <=50K
21, Private, 10th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,1887,25, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Columbia, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
53, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,3956,0,35, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,3269,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,38, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Jamaica, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1899,40, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Wife, White, Male,0,0,40, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,1884,20, Honduras, <=50K
69, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,72, United-States, >50K
33, Local-gov, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
33, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
63, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,1887,35, United-States, <=50K
53, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,14, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
59, State-gov, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,1887,50, United-States, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1944,60, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
