28, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
35, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Laos, <=50K
39, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
48, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,80, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
64, Local-gov, 9th, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,36, China, <=50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Poland, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,60, Mexico, >50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
57, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Iran, <=50K
26, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,10, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
21, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2297,45, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Female,6451,0,50, United-States, >50K
62, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,1977,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, France, <=50K
32, Local-gov, Doctorate, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Scotland, <=50K
57, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,2253,40, Columbia, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
65, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,5, Ireland, >50K
50, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,8, India, >50K
38, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1887,40, United-States, <=50K
61, Federal-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Germany, <=50K
35, State-gov, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, El-Salvador, >50K
75, Private, HS-grad, Widowed, Adm-clerical, Husband, Black, Male,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Other-relative, White, Female,0,0,40, Peru, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,7298,0,70, Nicaragua, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,1201,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
60, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Guatemala, >50K
33, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, England, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,65, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,25, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,36, Haiti, >50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2965,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,3325,0,40, United-States, >50K
40, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
38, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Jamaica, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,6393,0,40, Greece, <=50K
30, Local-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,38, South, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, >50K
29, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,35, United-States, <=50K
19, Self-emp-inc, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,20, Germany, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, >50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
62, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
77, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,3, Yugoslavia, <=50K
19, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, China, <=50K
28, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,7687,0,38, Japan, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
59, Private, HS-grad, Separated, Sales, Wife, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
51, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Thailand, >50K
41, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,15024,0,40, China, >50K
25, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,60, Cambodia, <=50K
37, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
66, Local-gov, HS-grad, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,19, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Philippines, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Wife, Other, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, El-Salvador, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Jamaica, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2435,40, United-States, >50K
49, Private, Doctorate, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
79, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,0,0,26, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, France, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1887,50, Puerto-Rico, >50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Cuba, >50K
22, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Mexico, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,50, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, Japan, <=50K
24, State-gov, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,35, Trinadad&Tobago, <=50K
43, State-gov, Bachelors, Separated, Prof-specialty, Wife, White, Male,0,0,25, United-States, >50K
25, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
29, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
30, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, Greece, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
31, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Hungary, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1564,40, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
