26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Scotland, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
44, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Other, Female,0,0,32, Vietnam, <=50K
36, Private, Some-college, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
48, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,40, Laos, >50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,42, Italy, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,37, Italy, >50K
61, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,40, El-Salvador, >50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Cambodia, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,80, India, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1887,40, Hong, >50K
36, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,1607,38, Iran, <=50K
31, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, Ecuador, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Jamaica, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,46, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Poland, <=50K
20, Private, Masters, Never-married, Tech-support, Own-child, White, Male,0,0,40, Poland, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Scotland, <=50K
24, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, Jamaica, <=50K
54, Private, Bachelors, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Female,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, France, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, Vietnam, <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Greece, <=50K
21, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, Trinadad&Tobago, >50K
31, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
45, Self-emp-not-inc, Masters, Widowed, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
32, Private, Masters, Separated, Sales, Not-in-family, Black, Male,0,0,40, Iran, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,15, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1989,40, Hungary, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Laos, <=50K
44, Private, 9th, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Italy, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1665,40, Iran, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,65, Hong, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,10336,0,40, Columbia, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,35, Canada, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,42, Ecuador, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,10, Ecuador, <=50K
43, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,5398,0,40, Columbia, >50K
42, Self-emp-not-inc, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, China, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Nicaragua, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, France, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Haiti, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
25, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1585,40, Portugal, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,15, Taiwan, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, France, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Philippines, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Puerto-Rico, >50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Nicaragua, <=50K
65, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,5, Hungary, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,60, Cuba, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Hong, <=50K
27, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Portugal, <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,30, Columbia, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Portugal, <=50K
59, Private, Doctorate, Separated, Prof-specialty, Husband, White, Female,0,0,50, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,37, Philippines, <=50K
43, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,4922,0,11, Iran, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Trinadad&Tobago, <=50K
45, Private, Bachelors, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,15, South, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,1871,40, Laos, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, Peru, <=50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,50, El-Salvador, >50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Haiti, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,30, Guatemala, <=50K
40, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,25, Honduras, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
67, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Nicaragua, >50K
32, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,40, England, <=50K
56, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, Taiwan, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Honduras, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
55, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Thailand, <=50K
40, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Yugoslavia, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Taiwan, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,69, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Portugal, >50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, Cambodia, <=50K
56, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, England, >50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,45, Mexico, <=50K
42, Private, Masters, Never-married, Prof-specialty, Wife, Black, Male,14083,0,50, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,70, Honduras, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Portugal, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Cambodia, <=50K
41, Private, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Cambodia, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,60, Trinadad&Tobago, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, >50K
68, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,15024,0,60, Trinadad&Tobago, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,38, Thailand, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
54, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,60, El-Salvador, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Thailand, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, India, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
40, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,2528,0,40, Greece, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,25, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
35, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
43, Private, Masters, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, England, <=50K
34, State-gov, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,40, Haiti, >50K
26, State-gov, Some-college, Widowed, Prof-specialty, Wife, Black, Male,0,0,10, Japan, >50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,70, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,35, Ireland, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,49, South, >50K
63, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,30, Poland, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, >50K
22, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Cuba, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Mexico, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
59, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,35, France, <=50K
42, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,10, Poland, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
29, Private, Assoc-acdm, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,35, Thailand, <=50K
24, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,7687,0,45, Italy, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, Canada, <=50K
20, Self-emp-not-inc, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, Greece, <=50K
