19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,15024,0,50, Vietnam, >50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, England, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,7298,0,60, Jamaica, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,55, Japan, >50K
28, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, England, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Cambodia, >50K
60, Private, Doctorate, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,10, Iran, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
57, Self-emp-inc, Some-college, Widowed, Exec-managerial, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
46, Federal-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,45, Italy, <=50K
55, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,66, Laos, >50K
29, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,7687,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,15, Scotland, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Scotland, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,7687,0,50, Thailand, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
42, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
34, Private, Some-college, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Philippines, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, Other, Male,0,0,50, France, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
54, Local-gov, Prof-school, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,56, Nicaragua, >50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Guatemala, <=50K
36, Local-gov, Bachelors, Separated, Other-service, Unmarried, Other, Female,7298,0,32, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,18, Yugoslavia, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, France, >50K
39, Local-gov, 5th-6th, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
58, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, Ireland, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
28, Private, HS-grad, Separated, Other-service, Husband, Black, Male,0,0,40, Italy, <=50K
46, Private, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Female,7298,0,45, Dominican-Republic, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,10, India, <=50K
40, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,45, Nicaragua, <=50K
48, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Female,0,0,18, Japan, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Male,0,0,40, Philippines, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Columbia, <=50K
70, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,2207,40, Italy, >50K
20, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,13, Hungary, <=50K
27, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,45, Cuba, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Guatemala, >50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,13, France, <=50K
46, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,2326,45, Cuba, >50K
23, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,38, China, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,5013,0,40, Peru, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,20, Germany, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, Hong, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,85, Taiwan, <=50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,35, United-States, >50K
25, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, Germany, <=50K
36, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
55, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Peru, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, India, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cuba, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, Hungary, <=50K
21, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Columbia, >50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Poland, >50K
31, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
64, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,18, England, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Cuba, <=50K
22, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, Nicaragua, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, Poland, <=50K
55, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Philippines, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, >50K
60, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
52, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Honduras, >50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
24, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Haiti, >50K
58, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Hungary, >50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Peru, >50K
32, Self-emp-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Cuba, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Male,7687,0,38, England, <=50K
30, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
77, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Hong, >50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,66, Jamaica, >50K
25, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,26, United-States, <=50K
24, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,35, Yugoslavia, <=50K
61, Self-emp-not-inc, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, Poland, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,27, Greece, <=50K
41, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, South, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Guatemala, <=50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, Poland, <=50K
56, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Cambodia, <=50K
65, Local-gov, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,45, France, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,40, Peru, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Hong, >50K
47, Private, Bachelors, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1902,54, Haiti, >50K
49, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,4044,0,50, Taiwan, <=50K
36, Private, Some-college, Separated, Other-service, Unmarried, White, Female,0,0,20, Honduras, <=50K
77, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,10, Canada, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
36, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Cambodia, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, >50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
46, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, China, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, England, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Ireland, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,45, Guatemala, <=50K
38, Private, Bachelors, Divorced, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Canada, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,7687,0,45, Haiti, >50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,25, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, France, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
21, State-gov, Some-college, Widowed, Other-service, Wife, Other, Male,0,0,30, Mexico, <=50K
46, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
49, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,20, Italy, <=50K
27, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, >50K
25, Local-gov, Bachelors, Separated, Tech-support, Wife, White, Male,0,0,40, Puerto-Rico, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Ireland, <=50K
40, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Cuba, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Guatemala, <=50K
43, Private, Masters, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, Laos, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
28, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,5178,0,50, South, <=50K
56, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,84, United-States, <=50K
50, Local-gov, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,54, Ecuador, >50K
26, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,70, United-States, <=50K
62, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,30, Jamaica, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, >50K
23, Self-emp-inc, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,1711,50, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Guatemala, <=50K
71, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,6, Poland, <=50K
