25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,10344,0,50, Ecuador, >50K
23, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
26, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,35, Taiwan, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,32, Vietnam, >50K
37, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,45, England, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Own-child, White, Female,99999,0,40, Nicaragua, >50K
50, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,42, Italy, >50K
61, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Female,0,0,38, Jamaica, <=50K
62, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,1969,40, El-Salvador, >50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
52, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,0,0,81, Iran, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
38, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Other, Female,0,1969,40, Hungary, >50K
37, Federal-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,1902,35, Ireland, <=50K
33, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, Ecuador, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Japan, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,45, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Portugal, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
66, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Taiwan, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,46, Japan, >50K
56, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
46, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, Peru, <=50K
62, State-gov, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, France, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Vietnam, >50K
30, Private, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
24, Private, Assoc-voc, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Guatemala, <=50K
22, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, France, <=50K
46, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,7326,0,40, United-States, >50K
33, Private, Assoc-acdm, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Dominican-Republic, <=50K
46, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, Ecuador, <=50K
35, Private, Some-college, Widowed, Sales, Husband, Black, Male,0,1902,40, Ireland, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,18, Cuba, <=50K
30, Private, Prof-school, Never-married, Craft-repair, Husband, Black, Male,0,1930,40, India, <=50K
28, Local-gov, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,35, Mexico, <=50K
45, Private, 11th, Divorced, Handlers-cleaners, Other-relative, Black, Female,0,0,40, Jamaica, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
41, Private, Masters, Widowed, Craft-repair, Husband, Other, Male,0,0,40, Peru, >50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,1902,40, Ireland, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,70, Hungary, >50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,7687,0,40, Cuba, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Guatemala, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,43, Ecuador, <=50K
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Other, Male,0,0,10, Ecuador, <=50K
44, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
33, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4964,0,40, Columbia, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,30, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, Germany, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Honduras, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1902,40, Scotland, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,15, Trinadad&Tobago, <=50K
53, Private, 7th-8th, Divorced, Protective-serv, Husband, Other, Male,0,0,40, France, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, South, <=50K
32, Private, Some-college, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
69, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,8, India, <=50K
33, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,60, Cuba, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Hong, <=50K
29, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,30, Columbia, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
61, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Female,0,0,50, England, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Wife, White, Female,7298,0,15, Ireland, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
34, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, 9th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Thailand, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1948,40, Mexico, <=50K
36, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,45, Philippines, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, <=50K
57, State-gov, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7298,0,50, England, >50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, Dominican-Republic, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Honduras, <=50K
32, Local-gov, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,30, Guatemala, <=50K
42, Private, 9th, Never-married, Exec-managerial, Unmarried, White, Female,0,0,25, Hong, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Cuba, <=50K
68, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, 9th, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
43, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, England, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Nicaragua, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
27, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,71, Hong, >50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, State-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Thailand, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, Philippines, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
52, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Scotland, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,47, Cambodia, <=50K
57, Local-gov, HS-grad, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, England, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, Nicaragua, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Male,11122,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, Honduras, >50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
27, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Canada, <=50K
42, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,43, United-States, >50K
60, Private, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, Cambodia, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1977,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,15024,0,64, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,38, Trinadad&Tobago, <=50K
38, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,46, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
51, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,60, England, >50K
47, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,40, United-States, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Unmarried, White, Female,0,0,38, Iran, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Columbia, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,4238,0,40, Greece, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,25, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
33, Private, HS-grad, Married-spouse-absent, Protective-serv, Unmarried, White, Female,0,0,40, France, <=50K
36, State-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Honduras, <=50K
28, State-gov, HS-grad, Widowed, Other-service, Wife, Black, Male,0,0,10, Laos, <=50K
44, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,1902,65, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,35, Ireland, <=50K
18, Private, 11th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,50, Thailand, >50K
64, Local-gov, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,30, Portugal, >50K
41, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,42, Iran, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Nicaragua, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,10, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Male,7687,0,45, Italy, <=50K
24, Private, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,20, Canada, <=50K
20, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Italy, <=50K
