29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
40, State-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
51, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,76, United-States, >50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,30, United-States, <=50K
65, Private, 9th, Widowed, Sales, Unmarried, Black, Female,0,0,35, China, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
37, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
58, Self-emp-not-inc, Masters, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Taiwan, <=50K
26, Private, Some-college, Widowed, Sales, Other-relative, White, Female,0,0,9, United-States, <=50K
46, Private, Masters, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Mexico, <=50K
48, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
22, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,2285,45, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,5260,0,50, United-States, >50K
63, Self-emp-inc, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1977,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Divorced, Farming-fishing, Wife, White, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,2238,40, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,7, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, >50K
61, Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Jamaica, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Haiti, >50K
76, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,16, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,14, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
60, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Philippines, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, Italy, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,64, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, Mexico, >50K
52, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,40, United-States, >50K
33, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,2462,0,38, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,2607,0,40, United-States, >50K
41, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,5178,0,40, Japan, <=50K
30, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
29, Local-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
29, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
27, Local-gov, 9th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
63, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
76, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,3, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, Cuba, <=50K
28, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Male,7687,0,35, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
59, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Male,0,0,35, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,36, United-States, >50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Cuba, >50K
25, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,60, China, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
67, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,50, Hungary, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
30, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,2435,40, United-States, >50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
42, Self-emp-inc, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
81, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
44, Private, Some-college, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, Italy, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1888,50, United-States, >50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Germany, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,45, United-States, <=50K
24, State-gov, Some-college, Separated, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
44, State-gov, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,24, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,0,15, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
30, Private, HS-grad, Separated, Transport-moving, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Laos, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Nicaragua, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Other-relative, White, Male,0,1491,40, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
27, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,2033,40, United-States, >50K
