26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,13901,0,50, Greece, >50K
35, Federal-gov, 7th-8th, Married-spouse-absent, Sales, Husband, White, Male,0,1613,40, Trinadad&Tobago, <=50K
32, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,15, Greece, <=50K
27, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,48, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
61, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
23, Private, Assoc-voc, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
35, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Japan, <=50K
21, Private, 9th, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Hungary, <=50K
45, Local-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, France, <=50K
45, Self-emp-inc, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Guatemala, <=50K
33, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Germany, <=50K
30, Private, Prof-school, Never-married, Craft-repair, Husband, Other, Male,0,1979,40, Puerto-Rico, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, 5th-6th, Divorced, Farming-fishing, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1736,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,65, Poland, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,14083,0,40, El-Salvador, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Laos, >50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,35, China, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,42, Guatemala, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,10, Guatemala, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, Yugoslavia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,5765,0,40, El-Salvador, >50K
42, Self-emp-not-inc, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,30, Cuba, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Ireland, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Peru, <=50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,1670,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
52, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,4, Portugal, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,60, England, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Philippines, <=50K
27, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Ecuador, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,50, Hong, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Male,0,0,37, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,3892,0,12, United-States, <=50K
34, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, England, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Black, Female,0,0,15, United-States, >50K
38, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1887,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
54, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Hong, >50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, France, >50K
42, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30, Laos, <=50K
40, Private, Assoc-acdm, Never-married, Exec-managerial, Unmarried, White, Female,0,0,25, Philippines, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
67, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
42, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
56, Federal-gov, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, Poland, >50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
55, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
51, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Japan, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Armed-Forces, Husband, Other, Female,0,0,48, Canada, <=50K
56, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Other, Male,0,0,45, United-States, <=50K
42, Private, Masters, Never-married, Protective-serv, Wife, White, Male,14083,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Philippines, >50K
29, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, Laos, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, China, <=50K
41, Private, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1977,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Jamaica, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, Vietnam, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,60, Hong, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, United-States, >50K
56, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, South, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, El-Salvador, <=50K
41, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,847,0,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,25, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Iran, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, India, <=50K
31, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, India, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
26, State-gov, Some-college, Widowed, Prof-specialty, Wife, White, Male,0,0,10, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
24, Private, Prof-school, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, Trinadad&Tobago, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,18, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,50, United-States, >50K
63, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Taiwan, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,45, United-States, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
59, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,35, Iran, <=50K
41, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Guatemala, >50K
28, Private, 1st-4th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,45, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,20, China, <=50K
20, Self-emp-not-inc, 10th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Jamaica, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,42, United-States, <=50K
