21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
68, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, United-States, >50K
28, Private, Some-college, Never-married, Tech-support, Husband, Black, Male,7687,0,35, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Cuba, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Wife, White, Female,3916,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
67, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Mexico, <=50K
54, Self-emp-not-inc, HS-grad, Separated, Tech-support, Not-in-family, Other, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7053,0,40, United-States, >50K
19, Private, Some-college, Separated, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, Poland, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Federal-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, Masters, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, State-gov, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,35, Laos, <=50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,35, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,20, Germany, <=50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
58, Private, Some-college, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Scotland, <=50K
63, Private, Bachelors, Divorced, Tech-support, Wife, White, Female,2005,0,30, United-States, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
27, Private, 9th, Never-married, Other-service, Own-child, White, Female,0,0,35, Mexico, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Ireland, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
48, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Female,14097,0,30, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
83, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2299,54, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
48, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1845,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,4010,0,40, United-States, <=50K
24, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Philippines, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2297,52, United-States, >50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
41, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Japan, <=50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,30, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2454,40, United-States, >50K
28, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
27, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
73, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,24, United-States, >50K
23, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,1, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Mexico, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Never-married, Exec-managerial, Unmarried, White, Female,0,0,80, United-States, <=50K
57, Local-gov, 5th-6th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
24, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
36, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,75, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,4436,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Vietnam, >50K
57, Private, Assoc-voc, Never-married, Sales, Wife, White, Female,2175,0,35, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,95, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,16, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Hungary, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Female,0,0,32, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1877,60, United-States, <=50K
45, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
27, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, >50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,35, China, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,37, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,2539,54, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,5112,0,70, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
56, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,45, Japan, >50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
35, Self-emp-not-inc, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,54, United-States, >50K
53, Private, Bachelors, Divorced, Craft-repair, Wife, Other, Male,0,0,20, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
73, State-gov, HS-grad, Widowed, Priv-house-serv, Wife, White, Female,0,0,10, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Separated, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
21, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Peru, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Other-relative, White, Male,0,0,48, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
47, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, White, Female,0,0,24, United-States, <=50K
40, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,3, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
34, State-gov, 10th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
