47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,1937,48, Dominican-Republic, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Scotland, >50K
42, Federal-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Columbia, <=50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,1977,40, United-States, <=50K
59, Private, Masters, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,38, Scotland, <=50K
26, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,54, Trinadad&Tobago, <=50K
61, Private, Doctorate, Divorced, Other-service, Unmarried, Other, Female,13277,0,40, Vietnam, >50K
19, Private, Some-college, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,15, England, <=50K
50, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Mexico, <=50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Italy, >50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,24, Italy, >50K
43, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,52, Cambodia, <=50K
44, Local-gov, HS-grad, Never-married, Adm-clerical, Wife, Other, Female,0,0,40, India, <=50K
36, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,50, Hong, <=50K
31, Federal-gov, Bachelors, Never-married, Protective-serv, Not-in-family, Black, Male,99999,0,70, Iran, >50K
41, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Ecuador, <=50K
72, Private, Doctorate, Widowed, Protective-serv, Not-in-family, White, Female,14270,0,45, Jamaica, >50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,45, United-States, >50K
64, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3463,0,20, Philippines, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,1511,40, Portugal, <=50K
53, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Scotland, <=50K
25, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,35, Jamaica, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, State-gov, Some-college, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, France, <=50K
59, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,4460,0,30, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
46, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Laos, >50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,15024,0,66, Hungary, >50K
53, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,15, Greece, <=50K
64, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,2869,0,50, United-States, <=50K
47, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,54, England, <=50K
49, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
29, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,20, Iran, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
36, Private, Some-college, Widowed, Sales, Not-in-family, Black, Male,0,0,45, Ireland, <=50K
44, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,7, Cuba, <=50K
30, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Hungary, <=50K
50, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Black, Male,0,0,40, Laos, <=50K
34, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,13, Italy, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Adm-clerical, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, State-gov, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, China, <=50K
50, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Ireland, >50K
35, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Greece, <=50K
46, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,4, Canada, <=50K
35, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Ecuador, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,3103,0,50, Ecuador, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,45, Taiwan, <=50K
57, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, >50K
37, Private, Assoc-acdm, Divorced, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Columbia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, China, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, France, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,20, Haiti, <=50K
45, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1977,60, South, >50K
29, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Female,0,0,35, Portugal, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,2502,0,45, Taiwan, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,40, France, >50K
68, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,3103,0,15, Philippines, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,54, Nicaragua, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Hungary, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, >50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,15024,0,60, Hong, >50K
33, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, Portugal, <=50K
29, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, Columbia, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
64, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Portugal, <=50K
38, Private, HS-grad, Separated, Prof-specialty, Husband, White, Female,0,0,50, El-Salvador, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,3, Philippines, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, Iran, <=50K
51, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,7298,0,40, Cuba, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Trinadad&Tobago, <=50K
29, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,44, Peru, <=50K
34, Private, Doctorate, Never-married, Sales, Not-in-family, White, Male,0,0,60, Outlying-US(Guam-USVI-etc), <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,3325,0,40, Cuba, >50K
38, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,42, Haiti, <=50K
53, Local-gov, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,84, Guatemala, >50K
51, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,76, Honduras, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,15, Nicaragua, <=50K
40, Self-emp-not-inc, Assoc-acdm, Separated, Transport-moving, Not-in-family, White, Male,0,0,54, Cuba, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, Nicaragua, >50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, >50K
40, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Nicaragua, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, England, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
35, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
36, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
34, Private, HS-grad, Divorced, Tech-support, Unmarried, Other, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Thailand, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
75, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,45, Greece, <=50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
46, Local-gov, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, England, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,80, Laos, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,40, Nicaragua, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Honduras, >50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, China, <=50K
69, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, Guatemala, >50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,25, Puerto-Rico, >50K
51, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
30, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Cambodia, <=50K
50, Private, 10th, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
57, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,80, Cambodia, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Germany, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,54, Thailand, <=50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, Yugoslavia, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, El-Salvador, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, Thailand, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,35, India, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,1242,0,34, Columbia, >50K
52, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,35, Greece, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Canada, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
63, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,42, France, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
33, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,18, England, <=50K
46, State-gov, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,45, Haiti, >50K
45, State-gov, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,50, Japan, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
58, Local-gov, HS-grad, Separated, Protective-serv, Husband, Other, Male,0,0,48, Ireland, <=50K
50, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, South, <=50K
60, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, Poland, <=50K
30, Private, Doctorate, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,48, India, <=50K
32, Private, Prof-school, Married-civ-spouse, Priv-house-serv, Husband, White, Male,15024,0,50, Cuba, >50K
51, Private, Doctorate, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,14446,0,50, Mexico, >50K
44, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,38, Greece, <=50K
28, Private, Masters, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
70, Private, Assoc-acdm, Divorced, Farming-fishing, Unmarried, Black, Female,4073,0,40, Portugal, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, United-States, >50K
29, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
32, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Thailand, <=50K
23, Private, Bachelors, Never-married, Farming-fishing, Husband, Black, Male,3335,0,40, Ireland, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, <=50K
