25, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,11887,0,50, India, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
54, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
35, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Portugal, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Hong, <=50K
45, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, Iran, <=50K
33, Private, Some-college, Separated, Sales, Own-child, White, Male,0,1573,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Hungary, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1992,40, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
44, Private, 1st-4th, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1740,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,13802,0,40, Guatemala, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,35, Cuba, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Ireland, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, Ireland, <=50K
43, Private, Doctorate, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, Germany, >50K
42, Self-emp-not-inc, Some-college, Separated, Sales, Wife, White, Female,0,0,30, Ecuador, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, Philippines, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,1734,40, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
52, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
66, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,4, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Greece, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, 10th, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
25, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Greece, <=50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,50, Laos, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,5178,0,12, United-States, <=50K
34, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, Guatemala, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,15, United-States, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,1874,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Japan, >50K
37, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
42, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Local-gov, Some-college, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, Trinadad&Tobago, <=50K
40, Private, Assoc-voc, Separated, Exec-managerial, Own-child, White, Female,0,0,25, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, <=50K
67, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
42, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
32, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
56, Federal-gov, Some-college, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
40, Local-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, Yugoslavia, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Private, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
26, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, Scotland, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, China, <=50K
56, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,14568,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
41, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,30, Puerto-Rico, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,50, Columbia, <=50K
41, Private, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cambodia, >50K
49, Self-emp-inc, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1977,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, United-States, >50K
68, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Scotland, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
39, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,38, United-States, <=50K
37, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, Ireland, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
56, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7583,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Black, Female,0,0,20, Greece, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,3103,0,40, Portugal, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,25, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, South, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, Philippines, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, Mexico, <=50K
34, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, State-gov, Some-college, Widowed, Other-service, Wife, White, Male,0,0,10, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1567,71, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private, 11th, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
47, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Husband, Other, Male,99999,0,50, United-States, >50K
63, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Female,0,0,32, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Greece, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
59, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, Philippines, <=50K
42, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
28, Private, 9th, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,8287,0,42, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Cuba, <=50K
20, Self-emp-not-inc, 10th, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,50, Poland, <=50K
