51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, >50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
28, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Scotland, <=50K
40, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Husband, Black, Male,0,0,60, Trinadad&Tobago, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,40, Vietnam, >50K
42, Private, HS-grad, Divorced, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, England, >50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,2186,0,35, Laos, <=50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Ireland, >50K
40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, El-Salvador, >50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,10, Cambodia, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, Hungary, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Honduras, <=50K
50, Federal-gov, 9th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,35, India, <=50K
63, Private, Some-college, Widowed, Sales, Wife, White, Female,10242,0,35, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,29, Ecuador, <=50K
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Jamaica, >50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, Poland, <=50K
65, Private, Some-college, Divorced, Priv-house-serv, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
37, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, State-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,2, France, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Vietnam, >50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
59, Private, Assoc-voc, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,1686,40, Cambodia, <=50K
40, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,15, Guatemala, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Other, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1902,99, England, >50K
28, Private, 7th-8th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, Dominican-Republic, <=50K
50, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, India, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,45, Ecuador, <=50K
22, Private, Some-college, Separated, Sales, Own-child, Black, Male,0,0,40, Iran, <=50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,54, Cuba, >50K
44, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1751,20, Hong, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,51, Japan, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Italy, <=50K
76, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
31, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,40, Nicaragua, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Iran, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Honduras, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,62, Columbia, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Greece, <=50K
62, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,29, Canada, >50K
30, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, England, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Ecuador, >50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,45, South, <=50K
60, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,15023,0,60, Yugoslavia, >50K
61, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Columbia, >50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, China, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
44, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Germany, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,7298,0,40, Holand-Netherlands, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,5211,0,40, Scotland, >50K
72, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Portugal, <=50K
28, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Taiwan, >50K
75, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, France, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,20, Philippines, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
48, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1887,40, Nicaragua, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Hong, <=50K
25, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Honduras, <=50K
41, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Poland, <=50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Columbia, >50K
24, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Other, Female,0,0,15, Outlying-US(Guam-USVI-etc), >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Poland, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,20, Philippines, <=50K
32, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Iran, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
23, Private, Assoc-voc, Never-married, Protective-serv, Other-relative, Amer-Indian-Eskimo, Male,0,0,50, Holand-Netherlands, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, South, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Laos, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,5009,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, >50K
19, State-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,20, England, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, Haiti, >50K
58, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, England, >50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Guatemala, >50K
49, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, Honduras, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,5178,0,50, Mexico, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, <=50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
31, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,45, Mexico, >50K
43, State-gov, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, England, <=50K
72, Federal-gov, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,29, Mexico, <=50K
42, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Taiwan, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Holand-Netherlands, >50K
63, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,2738,0,20, Iran, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Other, Male,4386,0,38, United-States, >50K
46, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Thailand, <=50K
49, Private, Bachelors, Widowed, Exec-managerial, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
67, Self-emp-not-inc, 9th, Widowed, Sales, Unmarried, White, Male,0,0,20, South, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,12, Iran, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,12, Portugal, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Greece, <=50K
38, Private, Masters, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, England, <=50K
50, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Wife, Black, Male,0,0,40, Laos, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,0,15, Mexico, <=50K
70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2685,0,40, Holand-Netherlands, >50K
45, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, China, <=50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,29, Portugal, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
24, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Canada, <=50K
62, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Cambodia, >50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,40, Trinadad&Tobago, >50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, Greece, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,50, Yugoslavia, >50K
50, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, China, <=50K
40, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,1718,50, El-Salvador, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,80, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
35, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,71, Thailand, >50K
40, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,2409,0,40, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, Greece, >50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, Guatemala, >50K
58, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, France, <=50K
24, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Haiti, <=50K
35, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,0,0,40, Japan, >50K
65, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,25552,0,70, United-States, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Iran, <=50K
34, Private, Assoc-acdm, Divorced, Prof-specialty, Own-child, White, Male,4386,0,20, United-States, <=50K
39, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
44, State-gov, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,54, Jamaica, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,20, Mexico, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7298,0,50, Germany, >50K
31, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
63, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,29, United-States, >50K
52, Private, HS-grad, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, Ecuador, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,35, Thailand, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,29, Ireland, >50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,84, Greece, <=50K
