42, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
43, Private, HS-grad, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,32, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Scotland, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, Trinadad&Tobago, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
34, Private, Masters, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Laos, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Ireland, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,60, Italy, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Cambodia, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Wife, Other, Female,0,0,50, India, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, Hong, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Iran, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, >50K
69, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,5, Ecuador, <=50K
26, Private, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,40, Jamaica, >50K
18, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,58, Philippines, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, Poland, >50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,38, Jamaica, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, State-gov, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,31, France, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,16, Vietnam, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Japan, <=50K
58, Private, Some-college, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,60, Greece, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,2174,0,19, United-States, <=50K
64, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,2950,0,40, England, <=50K
26, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Cuba, <=50K
34, Self-emp-not-inc, Bachelors, Separated, Sales, Own-child, Asian-Pac-Islander, Male,3044,0,45, Iran, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, Ecuador, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,50, Iran, <=50K
41, Private, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,35, Cuba, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Japan, >50K
52, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Italy, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
46, Private, Some-college, Widowed, Exec-managerial, Husband, Other, Male,0,0,40, Nicaragua, >50K
61, State-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,30, China, <=50K
52, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,32, Iran, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,2257,0,45, Hong, >50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Greece, >50K
35, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Canada, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,60, Ecuador, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Ecuador, >50K
47, Private, Bachelors, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, Yugoslavia, <=50K
47, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,5178,0,40, China, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, France, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,1977,40, Haiti, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Scotland, >50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Portugal, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,7298,0,55, France, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Nicaragua, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
40, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,30, Honduras, <=50K
26, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Portugal, <=50K
64, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,48, Columbia, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Portugal, <=50K
41, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,50, El-Salvador, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
36, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, Iran, >50K
56, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,15024,0,40, Cuba, >50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
37, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, >50K
59, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Nicaragua, >50K
47, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,99999,0,20, El-Salvador, >50K
38, Private, Masters, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Haiti, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, El-Salvador, >50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,65, Greece, >50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, White, Male,0,0,54, Cuba, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,30, Mexico, <=50K
22, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Nicaragua, >50K
51, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
53, Federal-gov, Some-college, Divorced, Protective-serv, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
41, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,15, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
27, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
50, Self-emp-inc, Doctorate, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, United-States, <=50K
37, State-gov, Masters, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,40, Thailand, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,60, Yugoslavia, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,16, South, >50K
27, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Germany, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Portugal, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Greece, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, >50K
65, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
38, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,50, England, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,0,0,45, Mexico, >50K
49, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Honduras, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Guatemala, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, Portugal, <=50K
41, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Female,3122,0,40, Haiti, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Cambodia, <=50K
48, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Germany, <=50K
48, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,10, Yugoslavia, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, China, >50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Thailand, >50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, India, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
38, Private, Bachelors, Separated, Prof-specialty, Wife, White, Female,0,0,50, Greece, >50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,47, United-States, <=50K
47, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,70, France, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, England, <=50K
24, State-gov, Some-college, Separated, Other-service, Own-child, White, Male,0,0,40, Haiti, <=50K
34, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, Other, Male,0,0,40, Japan, >50K
21, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Separated, Sales, Own-child, Other, Male,0,0,40, Iran, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,29, Scotland, <=50K
30, Private, HS-grad, Separated, Transport-moving, Own-child, White, Male,0,0,45, Philippines, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, India, <=50K
26, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Jamaica, <=50K
32, Private, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,99, France, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, Poland, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Female,99999,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Ecuador, >50K
19, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Thailand, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, Ireland, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Canada, <=50K
35, State-gov, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Ireland, <=50K
64, Self-emp-not-inc, Some-college, Widowed, Exec-managerial, Wife, Black, Male,0,0,40, Germany, <=50K
