21, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Scotland, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Bachelors, Never-married, Other-service, Unmarried, Other, Female,0,0,50, Vietnam, >50K
22, Private, HS-grad, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Laos, <=50K
32, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Ireland, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, Italy, >50K
33, Private, 5th-6th, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, El-Salvador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
26, Private, Doctorate, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, India, <=50K
23, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Haiti, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, Other, Female,0,1977,48, Hong, >50K
27, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, <=50K
30, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
53, Private, Some-college, Divorced, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
64, Private, Doctorate, Widowed, Prof-specialty, Husband, White, Female,2482,0,40, Jamaica, >50K
46, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Trinadad&Tobago, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Philippines, <=50K
57, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, Poland, <=50K
68, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,48, Scotland, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,15, Jamaica, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,7298,0,40, Outlying-US(Guam-USVI-etc), >50K
28, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,45, France, <=50K
58, Self-emp-not-inc, Doctorate, Separated, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
57, Private, Masters, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Laos, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,7687,0,35, Hong, >50K
43, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Greece, <=50K
24, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Other, Female,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,3899,0,40, Yugoslavia, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,45, England, <=50K
67, Local-gov, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Dominican-Republic, <=50K
53, Self-emp-not-inc, HS-grad, Widowed, Tech-support, Wife, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, Ecuador, >50K
19, Private, Some-college, Separated, Sales, Own-child, Black, Male,0,0,14, Iran, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,25, Cuba, <=50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Hungary, <=50K
34, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Japan, <=50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,54, Italy, >50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
56, Private, Prof-school, Separated, Exec-managerial, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
30, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, China, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,26, Iran, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
18, Private, 12th, Never-married, Other-service, Wife, White, Male,0,0,10, Columbia, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,35, Greece, >50K
22, Private, Bachelors, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
58, Self-emp-inc, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
55, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K
62, Private, Bachelors, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Female,2603,0,32, South, <=50K
32, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Yugoslavia, <=50K
27, Private, 7th-8th, Never-married, Other-service, Own-child, Black, Male,0,0,35, Columbia, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,45, China, >50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
37, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,55, France, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Haiti, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,13197,0,30, Scotland, >50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, Other, Female,0,0,45, Portugal, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Taiwan, >50K
81, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2222,52, France, >50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Philippines, >50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
21, Private, Preschool, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1848,40, Nicaragua, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Female,4386,0,40, Hungary, <=50K
24, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,1978,52, Honduras, >50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,38, Poland, <=50K
41, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, Columbia, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Outlying-US(Guam-USVI-etc), >50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,30, Portugal, <=50K
36, Private, Bachelors, Separated, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
74, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2415,40, Philippines, >50K
28, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,25, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Cuba, <=50K
19, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
59, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,65, Peru, <=50K
73, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2191,30, Outlying-US(Guam-USVI-etc), >50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, El-Salvador, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,54, Haiti, >50K
24, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,2, England, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Guatemala, >50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Honduras, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
28, Self-emp-not-inc, Assoc-voc, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,45, Cuba, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
44, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,80, United-States, <=50K
57, Local-gov, 10th, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,35, Mexico, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, England, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,75, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Taiwan, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Assoc-voc, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
47, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,50, Ireland, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Other, Male,4919,0,40, United-States, >50K
36, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Male,0,0,40, Thailand, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,60, Yugoslavia, >50K
56, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Unmarried, White, Male,2327,0,38, South, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Germany, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Portugal, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Peru, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Cambodia, <=50K
36, Local-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, England, <=50K
36, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,93, Laos, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Male,0,0,18, Mexico, <=50K
43, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Honduras, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, China, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,20, Guatemala, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,33, Portugal, <=50K
61, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,60, Haiti, <=50K
45, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
27, Private, 10th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,35, Cambodia, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
33, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,2415,54, Germany, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
55, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,7298,0,73, Taiwan, <=50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
35, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
68, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Female,22297,0,40, El-Salvador, >50K
55, Private, Assoc-voc, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Thailand, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Female,0,0,40, India, <=50K
25, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,45, Columbia, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Canada, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1902,54, France, >50K
52, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,24, England, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, England, <=50K
30, State-gov, Some-college, Separated, Prof-specialty, Not-in-family, White, Male,0,0,60, Haiti, <=50K
72, State-gov, HS-grad, Widowed, Other-service, Wife, Black, Male,0,0,10, Japan, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, Iran, <=50K
24, Private, 1st-4th, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, South, <=50K
21, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, Philippines, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, India, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Cuba, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Mexico, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Jamaica, <=50K
41, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48, Mexico, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,25, France, <=50K
47, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Portugal, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,36, United-States, <=50K
42, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,24, Ecuador, <=50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,3, Thailand, >50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,5412,0,40, Ireland, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Canada, <=50K
34, State-gov, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,37, Ireland, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,45, Germany, >50K
