56, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
47, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,60, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
52, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1669,60, Columbia, >50K
22, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,38, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
68, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,71, United-States, <=50K
59, Private, Assoc-acdm, Separated, Sales, Not-in-family, White, Female,0,0,40, Philippines, <=50K
28, Self-emp-not-inc, HS-grad, Separated, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Philippines, >50K
29, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Iran, <=50K
73, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,17, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,4196,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,16, Taiwan, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland, >50K
52, Private, Assoc-voc, Divorced, Transport-moving, Wife, Black, Female,0,0,40, United-States, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
39, Private, Assoc-voc, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, India, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Haiti, >50K
46, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,13827,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, White, Female,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
69, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,60, United-States, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, State-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,20, Mexico, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Italy, >50K
46, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
31, Private, Masters, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
36, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
90, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,6905,0,60, United-States, >50K
38, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,2, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Mexico, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Jamaica, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2405,50, United-States, >50K
52, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,1883,73, United-States, >50K
61, State-gov, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Federal-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,99999,0,35, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
35, Self-emp-inc, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,43, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,2086,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cuba, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,53, Hong, <=50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, United-States, >50K
58, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
23, State-gov, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
32, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Canada, <=50K
41, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, India, <=50K
37, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, >50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
56, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,4443,0,40, Japan, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Masters, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
27, State-gov, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,3521,0,35, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
38, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1807,0,45, United-States, <=50K
37, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,43, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
64, Private, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1881,40, United-States, >50K
39, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
26, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Self-emp-not-inc, Some-college, Married-spouse-absent, Exec-managerial, Wife, White, Male,21113,0,50, United-States, >50K
