56, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Cuba, >50K
50, Federal-gov, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Hungary, <=50K
40, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,32, Taiwan, <=50K
62, Self-emp-inc, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,60, Dominican-Republic, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,48, Ireland, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,38, South, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,55, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,60, Ireland, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, United-States, >50K
52, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
44, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,45, England, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, >50K
41, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Honduras, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,1743,60, Cambodia, <=50K
22, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,50, Germany, <=50K
30, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
59, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,37, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
68, Private, Doctorate, Widowed, Prof-specialty, Husband, White, Female,0,0,20, El-Salvador, <=50K
31, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, South, <=50K
59, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Cuba, <=50K
28, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,20, Hungary, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
32, Private, Some-college, Separated, Sales, Husband, White, Male,0,0,40, India, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Cuba, >50K
29, Private, Prof-school, Never-married, Adm-clerical, Husband, Other, Female,0,0,20, Honduras, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Italy, <=50K
28, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, Iran, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,7687,0,40, Thailand, >50K
40, Private, Masters, Widowed, Craft-repair, Husband, White, Male,0,0,45, Laos, >50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
73, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,16, India, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,4547,0,40, Columbia, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, Germany, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,16, Ecuador, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
51, Private, Bachelors, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Portugal, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Unmarried, White, Female,0,0,45, China, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,30, Japan, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, England, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, Guatemala, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,13894,0,40, Portugal, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Peru, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, England, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
69, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
49, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, Japan, <=50K
57, Private, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Honduras, <=50K
68, State-gov, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,20, Columbia, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, Haiti, <=50K
19, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, Peru, <=50K
41, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,2174,0,40, Columbia, >50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,30, Mexico, >50K
31, Private, Some-college, Never-married, Transport-moving, Husband, White, Female,0,0,40, Peru, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Nicaragua, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Hungary, <=50K
57, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, Columbia, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
90, Local-gov, HS-grad, Widowed, Exec-managerial, Husband, White, Male,0,0,40, South, <=50K
32, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, Puerto-Rico, >50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Jamaica, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Mexico, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Laos, <=50K
40, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,2, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,50, Guatemala, <=50K
27, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, >50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Greece, <=50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Haiti, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Japan, <=50K
29, Self-emp-not-inc, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Columbia, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Japan, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,2196,50, United-States, >50K
51, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1749,69, Laos, >50K
61, State-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
51, Federal-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,99999,0,40, Japan, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Thailand, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,65, India, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,40, South, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,45, Scotland, <=50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
34, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Portugal, >50K
21, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,2698,0,50, India, >50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, France, <=50K
35, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,30, Peru, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Germany, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Mexico, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, Cambodia, <=50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, El-Salvador, <=50K
57, Self-emp-not-inc, Prof-school, Widowed, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Laos, <=50K
51, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, >50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,52, Canada, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,45, Poland, >50K
58, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Guatemala, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Cambodia, <=50K
32, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Taiwan, >50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, Cambodia, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, South, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, France, <=50K
57, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, South, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Puerto-Rico, <=50K
53, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
36, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
21, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Thailand, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,16, Taiwan, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Puerto-Rico, >50K
55, Private, Doctorate, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Hong, <=50K
38, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, Black, Female,4783,0,40, Columbia, >50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Germany, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Canada, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Other-service, Husband, Other, Female,0,0,45, Germany, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, England, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, <=50K
27, State-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,4386,0,35, Italy, >50K
61, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
28, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Thailand, <=50K
42, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,65, Poland, >50K
37, Private, HS-grad, Separated, Transport-moving, Unmarried, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
56, Private, Masters, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, Columbia, <=50K
34, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,3103,0,45, Japan, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, France, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,44, Ireland, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,20, Japan, <=50K
48, Private, Doctorate, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,70, England, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Dominican-Republic, >50K
63, Private, 11th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,16, Scotland, <=50K
29, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,1887,40, India, <=50K
39, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, Canada, <=50K
26, State-gov, 10th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, India, <=50K
65, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,30085,0,50, Germany, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Mexico, >50K
68, Private, Assoc-acdm, Widowed, Other-service, Husband, White, Female,0,0,36, Portugal, >50K
52, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Greece, >50K
40, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Female,2288,0,30, Guatemala, >50K
23, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Nicaragua, >50K
33, Federal-gov, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,57, Cambodia, >50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,35, England, <=50K
24, Private, Masters, Never-married, Sales, Own-child, White, Female,0,0,40, Peru, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Scotland, <=50K
62, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Honduras, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, Ecuador, <=50K
49, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
35, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,1672,40, France, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Germany, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,12, Laos, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Mexico, <=50K
