49, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1902,48, Dominican-Republic, >50K
37, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Black, Male,0,1977,45, Canada, >50K
48, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,48, Poland, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Philippines, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Columbia, <=50K
23, Private, Prof-school, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,1892,40, Trinadad&Tobago, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,38, Philippines, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, Scotland, <=50K
62, Private, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Female,13823,0,40, Vietnam, >50K
19, Private, Some-college, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,15, Ecuador, <=50K
52, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,23, India, <=50K
43, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,54, Cambodia, <=50K
45, Local-gov, Doctorate, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
35, Self-emp-not-inc, Masters, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
32, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Black, Male,99999,0,60, Iran, <=50K
42, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, South, >50K
39, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
73, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,8706,0,45, Italy, >50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Scotland, >50K
65, Private, Preschool, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2859,0,20, Nicaragua, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1913,40, Peru, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Ireland, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
61, Private, Masters, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, <=50K
46, State-gov, Masters, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, England, <=50K
61, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Other, Female,5178,0,25, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Vietnam, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,60, Italy, >50K
51, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,63, Hong, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
25, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,15, Germany, <=50K
64, Private, 9th, Separated, Craft-repair, Husband, Black, Female,0,0,40, Taiwan, <=50K
19, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,4801,0,50, Taiwan, >50K
47, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Female,0,0,54, El-Salvador, <=50K
50, Local-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Scotland, <=50K
30, Private, Assoc-acdm, Never-married, Transport-moving, Husband, Black, Female,0,0,40, Cuba, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,20, Hong, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Other-relative, White, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Widowed, Sales, Husband, Black, Male,0,0,45, Hungary, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,8, Cuba, <=50K
30, Private, Masters, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Honduras, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Italy, <=50K
35, Private, 11th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,12, India, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, >50K
20, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Laos, >50K
43, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, China, <=50K
50, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,44, Hungary, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, >50K
37, Private, Bachelors, Divorced, Handlers-cleaners, Wife, Other, Male,0,0,50, Columbia, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Germany, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,5, Canada, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,70, Dominican-Republic, >50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,4324,0,48, Dominican-Republic, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,44, Portugal, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, Columbia, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, Other, Female,0,0,45, China, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, England, <=50K
66, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,20, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,60, Portugal, >50K
30, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,35, Peru, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4386,0,48, Portugal, >50K
38, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, England, <=50K
70, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,2704,0,20, Nicaragua, >50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Philippines, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,52, Japan, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,50, Honduras, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,60, Honduras, >50K
34, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
29, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, China, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Laos, >50K
64, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
39, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Other, Female,0,0,50, Ecuador, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,4, Nicaragua, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,12, Hungary, <=50K
51, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,7716,0,40, Cuba, >50K
45, Private, 9th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
27, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,42, Laos, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Japan, <=50K
20, State-gov, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,4779,0,40, Cuba, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Greece, <=50K
53, Local-gov, Some-college, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,81, Germany, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,75, Guatemala, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,15, Jamaica, <=50K
40, Self-emp-not-inc, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,54, Columbia, <=50K
45, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Laos, >50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, Trinadad&Tobago, >50K
40, Local-gov, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Japan, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, El-Salvador, <=50K
39, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,50, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,30, Thailand, <=50K
33, Private, Assoc-voc, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Male,0,0,40, South, <=50K
31, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, Yugoslavia, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,20, Poland, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,35, Laos, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
43, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
65, Local-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Germany, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Cambodia, <=50K
46, Local-gov, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
51, Self-emp-not-inc, Prof-school, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,80, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Guatemala, >50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Canada, <=50K
67, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,35, Germany, <=50K
49, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,25, Peru, <=50K
52, Private, Some-college, Separated, Other-service, Husband, White, Female,0,0,40, Guatemala, <=50K
31, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Cambodia, <=50K
51, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,50, South, >50K
58, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,80, Cambodia, >50K
31, Private, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Scotland, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, France, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,54, Portugal, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Yugoslavia, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, China, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,25, Ecuador, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, Taiwan, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Taiwan, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,48, Puerto-Rico, >50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,35, Hong, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Female,4026,0,30, Columbia, >50K
54, Private, Bachelors, Never-married, Other-service, Wife, Other, Female,0,0,35, Germany, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Thailand, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Canada, <=50K
39, Self-emp-not-inc, Doctorate, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,43, England, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
33, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,16, El-Salvador, <=50K
47, State-gov, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,42, Greece, <=50K
45, State-gov, HS-grad, Widowed, Prof-specialty, Wife, Black, Male,0,0,50, Ireland, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Trinadad&Tobago, <=50K
59, Local-gov, HS-grad, Separated, Prof-specialty, Husband, Other, Male,0,0,48, Hungary, <=50K
51, Private, 9th, Divorced, Other-service, Husband, White, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
60, Local-gov, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, Nicaragua, >50K
31, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,48, Hong, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,50, Columbia, >50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,13536,0,50, Japan, >50K
44, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,39, France, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Female,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
70, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Female,4618,0,40, Outlying-US(Guam-USVI-etc), >50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,15024,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,49, Puerto-Rico, >50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Male,6158,0,40, Iran, <=50K
50, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
33, State-gov, 10th, Never-married, Exec-managerial, Husband, Other, Male,0,0,45, India, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, France, >50K
