30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
42, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,60, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Cambodia, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,7687,0,50, Scotland, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
24, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,1897,40, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,20, Greece, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,20, United-States, <=50K
38, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, India, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,78, Portugal, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,70, Canada, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, Laos, >50K
53, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Vietnam, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Hungary, <=50K
21, Private, 11th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, France, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,50, Taiwan, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Guatemala, <=50K
51, Private, Some-college, Widowed, Sales, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, >50K
49, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,54, Portugal, <=50K
18, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,1902,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,1902,50, United-States, >50K
38, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
66, State-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,12, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, South, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, El-Salvador, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,24, Laos, <=50K
33, Private, Doctorate, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, China, <=50K
56, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
47, Private, Some-college, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,5178,0,45, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, Yugoslavia, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, Ecuador, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, Cuba, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Iran, <=50K
44, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,37, Nicaragua, <=50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,2204,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Portugal, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
31, Self-emp-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Philippines, <=50K
35, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
27, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,60, United-States, >50K
53, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,9339,0,50, Trinadad&Tobago, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,40, England, <=50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,1571,40, Peru, <=50K
50, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
71, Private, 7th-8th, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,25, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,6391,0,40, United-States, >50K
18, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Hong, <=50K
45, Private, Prof-school, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,1901,70, England, >50K
26, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Mexico, <=50K
61, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,2, Hungary, <=50K
47, Self-emp-inc, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, Laos, <=50K
36, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, Peru, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
32, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
67, State-gov, Bachelors, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,35, Hong, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
64, Private, Assoc-acdm, Separated, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2195,0,40, Thailand, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Prof-school, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,61, United-States, <=50K
31, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
34, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Trinadad&Tobago, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Japan, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Canada, >50K
25, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Hong, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Wife, Other, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
34, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
67, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, Canada, <=50K
28, Private, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,79, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cambodia, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,3014,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Italy, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Hong, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,53, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1900,40, Taiwan, <=50K
50, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1902,40, Dominican-Republic, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,60, Japan, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Other, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,50, Columbia, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Laos, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35, Iran, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
62, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, India, >50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Mexico, <=50K
27, State-gov, HS-grad, Separated, Other-service, Wife, White, Male,26773,0,20, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
62, Local-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,37, Trinadad&Tobago, <=50K
41, Private, 9th, Divorced, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, South, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,34, El-Salvador, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,2180,40, Jamaica, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,37, Ireland, >50K
61, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, Black, Male,0,0,33, Greece, <=50K
45, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
