45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,71, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, Prof-school, Divorced, Exec-managerial, Other-relative, White, Male,14801,0,45, United-States, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
19, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,52, United-States, >50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, Other, Male,0,0,65, United-States, <=50K
32, Private, Assoc-voc, Never-married, Tech-support, Own-child, Black, Male,0,0,40, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,30, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Widowed, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
71, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,28, United-States, <=50K
47, Private, Prof-school, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Protective-serv, Husband, White, Female,0,0,54, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
29, Private, 10th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,15, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
62, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, Philippines, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,25, India, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,50, United-States, >50K
39, Private, Some-college, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
50, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,65, United-States, <=50K
30, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,36, Philippines, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,1974,40, Philippines, >50K
55, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
47, Private, Assoc-acdm, Divorced, Other-service, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1968,40, United-States, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Scotland, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4448,0,40, United-States, >50K
26, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, United-States, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,37, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
61, Private, Masters, Divorced, Prof-specialty, Unmarried, White, Female,7687,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,11, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,50, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
42, Local-gov, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,50, United-States, <=50K
48, Self-emp-not-inc, Assoc-acdm, Never-married, Tech-support, Husband, White, Male,0,0,40, Scotland, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4379,0,40, United-States, >50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4386,0,50, United-States, >50K
40, State-gov, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,7687,0,35, United-States, <=50K
17, Federal-gov, 12th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Prof-school, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, >50K
34, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,72, United-States, <=50K
37, State-gov, HS-grad, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,1902,50, United-States, >50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,1902,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,65, England, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,2019,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,77, United-States, >50K
29, Private, Doctorate, Never-married, Transport-moving, Not-in-family, White, Male,3325,0,40, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, England, <=50K
57, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
47, Private, Prof-school, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,7687,0,60, Cuba, >50K
29, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Mexico, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,2843,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, Poland, >50K
51, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,1902,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Mexico, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,3325,0,45, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,70, United-States, <=50K
41, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
69, State-gov, HS-grad, Widowed, Priv-house-serv, Wife, White, Male,0,0,35, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,3852,0,40, United-States, <=50K
36, Private, 5th-6th, Divorced, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
68, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,20, United-States, >50K
41, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,15024,0,60, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,99, United-States, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1902,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,7298,0,50, United-States, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
76, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, >50K
55, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
