25, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Cuba, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, Ireland, >50K
38, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,60, Canada, <=50K
35, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Own-child, Other, Male,15024,0,50, Poland, >50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,50, Poland, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,43, Columbia, <=50K
35, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,20, Trinadad&Tobago, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,30, Philippines, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Scotland, >50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,52, Vietnam, >50K
47, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,40, Jamaica, >50K
48, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, India, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, India, <=50K
31, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,40, Cambodia, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, Hong, >50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
29, Private, Masters, Never-married, Farming-fishing, Own-child, Other, Female,0,0,40, Haiti, <=50K
26, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,48, Hungary, <=50K
26, Private, Some-college, Never-married, Sales, Wife, Other, Female,0,0,40, South, <=50K
19, Private, Some-college, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Dominican-Republic, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,40, Ireland, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,3443,0,40, Scotland, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,45, Ireland, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
28, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Laos, >50K
52, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4507,0,48, El-Salvador, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,48, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,3828,0,40, Vietnam, >50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Italy, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
72, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,4712,0,3, Cambodia, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,1984,40, France, >50K
31, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Thailand, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Yugoslavia, >50K
51, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,45, El-Salvador, <=50K
38, Local-gov, 1st-4th, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, Scotland, <=50K
38, Private, Assoc-voc, Never-married, Sales, Not-in-family, Black, Female,0,0,54, Cuba, <=50K
44, Self-emp-not-inc, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Hungary, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,45, Dominican-Republic, <=50K
60, Private, Masters, Widowed, Sales, Husband, Black, Male,0,0,40, Hungary, >50K
33, Private, HS-grad, Divorced, Other-service, Own-child, Black, Female,0,0,40, Cuba, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,24, Honduras, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,45, Italy, <=50K
23, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, India, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, South, <=50K
35, Private, Some-college, Widowed, Craft-repair, Not-in-family, Other, Male,0,0,40, Laos, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Other-service, Unmarried, Black, Female,2366,0,40, China, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
24, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,20, Columbia, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
52, Private, Bachelors, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
54, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
52, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
64, Federal-gov, HS-grad, Widowed, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
30, Private, Assoc-acdm, Never-married, Other-service, Other-relative, Black, Female,0,0,35, Columbia, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,40, China, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Japan, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,11746,0,45, Guatemala, >50K
42, Private, HS-grad, Divorced, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,48, Poland, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Peru, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, >50K
35, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, England, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,65, Nicaragua, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4982,0,50, Peru, <=50K
25, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,32, Japan, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Honduras, <=50K
69, State-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
82, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,1372,0,15, Guatemala, <=50K
45, Self-emp-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
31, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,2854,0,20, Laos, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,16, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,40, Ecuador, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, Hungary, >50K
84, Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Columbia, <=50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
45, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Scotland, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
37, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Japan, <=50K
53, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,3325,0,40, Ecuador, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Germany, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Guatemala, <=50K
36, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Japan, <=50K
45, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Other, Male,0,0,40, Japan, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, Trinadad&Tobago, <=50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Japan, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, El-Salvador, >50K
28, Federal-gov, Some-college, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
57, Self-emp-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,4394,0,40, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
27, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,0,0,38, Hungary, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,8, Scotland, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,55, Puerto-Rico, >50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, Yugoslavia, <=50K
41, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, Portugal, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Laos, >50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,24, Peru, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Laos, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,60, El-Salvador, <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,0,0,50, Japan, <=50K
73, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,30, Guatemala, >50K
51, Private, Assoc-voc, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, China, <=50K
39, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Peru, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, <=50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Cambodia, <=50K
50, Private, 10th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,60, South, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,43, Scotland, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,15024,0,60, Yugoslavia, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, China, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, El-Salvador, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Taiwan, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,40, Hong, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
45, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,40, Germany, <=50K
73, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,10, Thailand, >50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,25, Canada, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,70, Germany, >50K
55, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, England, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,7298,0,40, El-Salvador, <=50K
35, State-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,35, Greece, <=50K
42, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,0,0,40, Italy, >50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,54, Trinadad&Tobago, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1938,40, Hungary, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Taiwan, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
52, Local-gov, Bachelors, Widowed, Tech-support, Wife, White, Female,0,0,37, Outlying-US(Guam-USVI-etc), >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
41, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Columbia, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, Jamaica, <=50K
59, State-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, France, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,10, Jamaica, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, England, <=50K
25, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Some-college, Widowed, Sales, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, >50K
38, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,51, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, India, <=50K
66, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
40, State-gov, 12th, Never-married, Exec-managerial, Not-in-family, Other, Male,15024,0,40, India, <=50K
